,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
237,2017-07-18,0.48590425,0.6031401,0.71361434,0.72030544,0.7267239,0.7152303,0.65696245,0.6658171,0.70730215,0.6977296,0.66146415,0.66737413,0.5670477,0.38200703,0.42962223,0.47397685,0.5289452,0.66038686,0.6782491,0.66170627,0.6645019,0.61466813,0.5909828,0.6359895,0.63162756,0.6198237,0.6190664,0.5029816,0.35685718,0.44489565,0.49682412,0.5165648,0.642822,0.6507299,0.6482062,0.6762749,0.64518243,0.6116812,0.65714157,0.64869183,0.63913107,0.6352516,0.4975452,0.3864604,0.4648387,0.5145034,0.54946196,0.641411,0.6782352,0.70182365,0.7307195,0.6665337,0.6809706,0.72366923,0.72852296,0.73772186,0.7191232,0.54388505,0.4906326,0.6343674,0.48736197,0.5317535,0.716249,0.79529095,0.78517455,0.78645325,0.7429928,0.7687877,0.80371326,0.78594625,0.7844556,0.7095638,0.6283408,0.69558764,0.84962577,0.47696352,0.5398458,0.6574575,0.79734856,0.77351195,0.7859789,0.7792581,0.77072793,0.785576,0.8177443,0.8171232,0.71796757,0.7028047,0.8019057,0.8802355,0.46389574,0.47484562,0.6126138,0.79788357,0.79637337,0.80097955,0.78280187,0.77600557,0.78293175,0.8011247,0.77498317,0.7161149,0.6707212,0.809472,0.8774147,0.4525765,0.48957634,0.6372064,0.82113135,0.83890146,0.81554085,0.7956051,0.80431014,0.8095047,0.80056953,0.7026951,0.5945356,0.685638,0.8807828,0.8847546,0.48877165,0.51433384,0.6242735,0.81351674,0.8483999,0.8031635,0.7962712,0.80361766,0.8287717,0.7807352,0.6402102,0.5387518,0.72396284,0.9030704,0.88527966,0.5097344,0.520126,0.66010493,0.83166265,0.83843553,0.8054177,0.7989208,0.81151336,0.83314407,0.79199773,0.69562477,0.63361984,0.81904614,0.90427136,0.88753814,0.5250534,0.5682932,0.6712427,0.8321544,0.8242722,0.8042787,0.8092383,0.83706045,0.83497363,0.6878528,0.6949854,0.8312869,0.8953911,0.8941482,0.8830787,0.6672896,0.73379916,0.7668164,0.84418625,0.8237727,0.81681883,0.8110327,0.84393126,0.8125403,0.69516927,0.80011934,0.8725695,0.8835438,0.8840566,0.8809001,0.8556335,0.87455046,0.86436015,0.8580792,0.8335907,0.8392581,0.8399904,0.8510033,0.83519816,0.85340923,0.86961466,0.86766964,0.87676424,0.8767797,0.8771864
238,2017-07-25,0.46522662,0.5723813,0.7103058,0.7380521,0.7324828,0.7202548,0.6685196,0.6851568,0.7236079,0.72972006,0.6888236,0.6733028,0.63229567,0.38644782,0.4693256,0.44468006,0.4745952,0.60000503,0.6751331,0.6749603,0.6797114,0.5873823,0.6111861,0.65602475,0.64595,0.6327679,0.62971824,0.4801354,0.39441675,0.48464984,0.44973728,0.50400394,0.57894737,0.65031874,0.6590724,0.67750853,0.6521601,0.6142132,0.6727327,0.66248584,0.64660054,0.6498588,0.4502509,0.42163423,0.45494244,0.48633793,0.5041778,0.6267878,0.6660408,0.68660134,0.71359324,0.6941762,0.66420436,0.7199254,0.7184093,0.7221008,0.72975224,0.5397619,0.48742667,0.6049077,0.47581035,0.50039274,0.66771704,0.78425604,0.7800227,0.7824503,0.7458779,0.7549564,0.7857869,0.7983865,0.76558745,0.7091521,0.6184682,0.63730216,0.8015272,0.4684108,0.47801977,0.6227626,0.8032599,0.77600294,0.7794606,0.7628066,0.7742122,0.78223264,0.8137746,0.8071553,0.7626569,0.71186036,0.7589587,0.8666918,0.43479517,0.43844405,0.5939844,0.7745245,0.79402477,0.79799265,0.77971834,0.7773579,0.78036827,0.80871403,0.78808886,0.77560776,0.66470534,0.7958717,0.8842274,0.42736253,0.458716,0.61244935,0.8064714,0.83986586,0.7991866,0.78577673,0.7964979,0.81330085,0.7916927,0.71544003,0.687531,0.5730054,0.8593226,0.87762386,0.45472142,0.48920768,0.5991494,0.80694234,0.848119,0.7864481,0.7926834,0.7999532,0.812311,0.7736201,0.6809575,0.56822467,0.55621076,0.86904687,0.869924,0.4735509,0.4960607,0.6217014,0.82031125,0.8346801,0.7745628,0.799398,0.80033296,0.8211828,0.77679604,0.7199192,0.64675856,0.7021449,0.8557828,0.861725,0.49858376,0.53100294,0.63628346,0.8166522,0.82530046,0.7840602,0.8033671,0.8137511,0.84160405,0.68932235,0.67490745,0.78368104,0.8474918,0.86403936,0.8623532,0.6212667,0.71826875,0.7601636,0.82219493,0.8257684,0.8073787,0.8125131,0.8266297,0.819453,0.6950262,0.7862018,0.8582748,0.8624293,0.8655508,0.86491483,0.840814,0.8658697,0.84858197,0.8516069,0.83150786,0.8324857,0.8341548,0.850793,0.83832794,0.82042605,0.8721567,0.86523736,0.86662143,0.866313,0.86672384
239,2017-08-01,0.2133445,0.24663769,0.3514278,0.4197247,0.4376599,0.5356161,0.57494617,0.5235064,0.4090284,0.43011147,0.4590324,0.58279186,0.58264935,0.43390068,0.46230334,0.27023602,0.30113038,0.3523689,0.33826247,0.40522498,0.5350793,0.48822352,0.43764368,0.37801936,0.3854087,0.4321772,0.5854299,0.5132556,0.4354497,0.48589894,0.25850105,0.2581122,0.30148026,0.30677086,0.3331456,0.5029895,0.5064722,0.49269035,0.47993338,0.4627354,0.52855974,0.65269387,0.49248078,0.46028674,0.5101129,0.19099939,0.19618298,0.22267047,0.2529634,0.26257506,0.42636412,0.54817945,0.5347971,0.5022868,0.56979775,0.6540187,0.7417009,0.54914194,0.48517516,0.61177164,0.22778143,0.20631912,0.31641585,0.5174153,0.31451955,0.37454012,0.48855156,0.5301317,0.49190062,0.6514334,0.658138,0.6388593,0.55230004,0.55631006,0.69279695,0.19173299,0.18925357,0.37075508,0.6747145,0.58648086,0.5424364,0.55750424,0.4623896,0.43929374,0.48977992,0.5914181,0.58670247,0.5223249,0.63589674,0.76693326,0.13347013,0.16010742,0.24939072,0.5059975,0.8198689,0.85626316,0.6955315,0.59976643,0.40642005,0.4587518,0.6325499,0.6644271,0.625721,0.77198726,0.782705,0.12297677,0.14940776,0.25148153,0.47846738,0.58075756,0.79929656,0.960209,0.77614963,0.57959414,0.35075384,0.4895585,0.54979336,0.55886054,0.78552973,0.7854429,0.14092666,0.12856644,0.18237188,0.337157,0.3606289,0.5920688,0.7496434,0.5620035,0.48507446,0.40377536,0.49283352,0.53637743,0.6698098,0.90539557,0.8736643,0.17990583,0.13955224,,,,0.39359683,0.60481524,0.4545029,0.3818946,0.5306008,0.6335139,0.6620177,0.8408977,0.9313573,0.8816654,0.27540943,0.20893778,0.18250194,,,0.32659325,0.6302764,0.4183164,0.41364956,0.5422092,0.63596565,0.815739,0.8988407,0.91250175,0.87417686,0.42779002,0.2987169,,,,0.38897434,0.74586946,0.45473284,0.46596462,0.58287716,0.7442522,0.92252785,0.88258684,0.88336366,0.8878529,0.5067724,0.39220995,,,0.327175,0.5606032,0.66174406,0.56463665,0.5370092,0.5890377,0.73025745,0.9106139,0.8467119,0.875174,0.86273825
240,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2017-08-15,0.38879228,0.5073813,0.6812072,0.72995645,0.7249383,0.70971197,0.66736794,0.6806131,0.7121938,0.7156963,0.6921017,0.66936475,0.56345487,0.3495329,0.4322015,0.37538064,0.40416643,0.56026536,0.6709543,0.66886127,0.67235345,0.59917617,0.6089148,0.6574136,0.65384835,0.63960063,0.62707824,0.4309885,0.34500447,0.42715678,0.37938714,0.40437078,0.52431864,0.6400881,0.6553467,0.66884005,0.6471979,0.6221783,0.67358387,0.65896565,0.649428,0.65719646,0.41252118,0.3909789,0.4366704,0.4029236,0.4199729,0.5736974,0.632496,0.6765533,0.7133834,0.68701947,0.66233784,0.7088186,0.7204836,0.7253641,0.7380302,0.51593643,0.43228364,0.53273165,0.38992417,0.40153462,0.6373225,0.7790314,0.76770157,0.7544942,0.72283417,0.75308526,0.7754751,0.7788182,0.7561558,0.7041652,0.6090351,0.6097438,0.77592874,0.40774372,0.399182,0.5713356,0.7852193,0.7542491,0.76148224,0.7475941,0.75903213,0.75889456,0.7903934,0.77371305,0.72405064,0.6825262,0.7255447,0.8505839,0.38336483,0.3707263,0.5546122,0.75963604,0.77801394,0.78494817,0.7704974,0.7679507,0.7606928,0.77990544,0.7394618,0.7479928,0.5963949,0.7378973,0.8575389,0.3888126,0.3979909,0.5645536,0.7967383,0.83775043,0.7921265,0.78164244,0.7838897,0.7864861,0.74499804,0.6603115,0.6347148,0.5444473,0.8488183,0.8695557,0.41581342,0.42389327,0.558939,0.79992354,0.8405514,0.78369683,0.7829047,0.78896815,0.7851164,0.72381467,0.6288027,0.5270446,0.544285,0.8781964,0.87476456,0.43184635,0.43846262,0.57383454,0.81852144,0.83142054,0.77218664,0.7903634,0.7835701,0.78864914,0.7127278,0.6522688,0.57672113,0.6699783,0.87151533,0.8781252,0.45699856,0.4817221,0.6106615,0.81228423,0.8174137,0.7798313,0.7919208,0.8052285,0.79310703,0.6364243,0.6533124,0.7896527,0.86971307,0.88422257,0.8699597,0.5879942,0.6851883,0.7363336,0.8275517,0.81686616,0.7889916,0.79295146,0.8133169,0.7838204,0.6534216,0.73698217,0.8574597,0.8816221,0.88053423,0.8670994,0.8405677,0.88123685,0.8448805,0.8463695,0.8238364,0.82236385,0.82254505,0.82317454,0.8117775,0.80305475,0.86737394,0.8678022,0.87357116,0.87446773,0.8670347
242,2017-08-22,0.34614345,0.48264852,0.662857,0.7215747,0.71676517,0.7127311,0.6330755,0.680063,0.71699625,0.7108076,0.6755238,0.6773116,0.5783674,0.32057008,0.42192578,0.36003566,0.39743692,0.5524608,0.6872424,0.6638589,0.6563442,0.5896734,0.6144847,0.65343,0.6635971,0.63312995,0.62176406,0.4501655,0.32485044,0.41247705,0.38188,0.39196584,0.5168846,0.6237487,0.64540344,0.6664392,0.6354943,0.61643535,0.6772044,0.66828734,0.65439475,0.64430773,0.40197945,0.36821118,0.41045406,0.3828316,0.39614862,0.58140725,0.6510961,0.68514144,0.7205176,0.63873476,0.6912842,0.7329256,0.7331001,0.7255672,0.71139383,0.48493445,0.42779854,0.51816744,0.36341253,0.3894157,0.64218485,0.7773423,0.7707522,0.7607875,0.7358683,0.75169307,0.7988293,0.7792168,0.7616961,0.69184494,0.5883322,0.620067,0.78794414,0.3801349,0.38068396,0.55770034,0.80391103,0.760493,0.7736624,0.77005416,0.7509252,0.77287585,0.8044647,0.79578584,0.7285336,0.674211,0.74283135,0.87044173,0.37762868,0.35382414,0.5486179,0.79478705,0.7912054,0.8183429,0.76870406,0.7726137,0.7680967,0.7756086,0.71398526,0.7541254,0.5814248,0.8003721,0.88932854,0.38299817,0.38514483,0.54961336,0.8378684,0.8386222,0.84321004,0.75600207,0.8008195,0.7949949,0.7584725,0.6316283,0.62017465,0.5226771,0.874148,0.8919149,0.41514787,0.4088501,0.5369368,0.83388066,0.8530634,0.83502394,0.7592503,0.79854625,0.7982666,0.72422886,0.59251446,0.50510204,0.5464684,0.8828038,0.88792807,0.42734706,0.41805962,0.6081968,0.84114647,0.8547479,0.801597,0.78250575,0.80336154,0.7971796,0.710703,0.6393911,0.568959,0.71928364,0.86674505,0.8866782,0.4448922,0.4642559,0.6182153,0.8342704,0.85137326,0.7808011,0.7891903,0.8260441,0.8029088,0.629223,0.62741643,0.8093701,0.8643903,0.88303673,0.8904659,0.6135159,0.7236682,0.7691839,0.8484841,0.850071,0.78479874,0.79493517,0.8308535,0.7959193,0.6308739,0.7658985,0.87293696,0.88222307,0.88753015,0.8860266,0.85888827,0.90308523,0.8829033,0.8693696,0.851927,0.83599085,0.8295408,0.8413274,0.8218529,0.8383802,0.8842283,0.8939338,0.89930874,0.8931312,0.8854735
243,2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2017-09-05,,,,,0.3866785,0.74538046,,0.7319632,0.74407536,0.73244524,0.64790094,0.64166665,0.5939399,0.36127073,0.46125892,,,,,0.332546,0.39339176,0.56064147,0.6322192,0.6852256,0.67037725,0.63485926,0.6186066,0.46012694,0.3615463,0.45288208,,,,,0.23327436,0.32811144,0.5695169,0.6628321,0.7163293,0.68874425,0.6699461,0.6598008,0.40107626,0.3882459,0.4357284,0.09705369,0.108971804,,,0.20875059,0.2724972,0.50995535,0.7420098,0.78109133,0.7504289,0.76159614,0.73131925,0.47323647,0.4132722,0.55742246,0.097764365,0.12116713,,,,,0.30408645,0.8179851,0.865214,0.8269098,0.786063,0.7099852,0.54196626,0.57886577,0.74022096,0.12452106,0.12881994,,,,,0.3322301,0.7150764,0.8352449,0.8819488,0.83371705,0.7477499,0.68038386,0.7862148,0.8639099,0.107101284,0.12423534,,,,,0.47876832,0.7323316,0.75491136,0.7951053,0.7822435,0.7793688,0.63368464,0.82709557,0.9015919,0.09542643,0.11452578,,,,,0.5383257,0.7466582,0.7072202,0.61148375,0.66165644,0.6326598,0.58627224,0.8530643,0.8838392,0.079693146,0.11369308,,,,0.32906023,0.78518444,0.7904003,0.7581593,0.6621529,0.6420793,0.55772096,0.66251,0.8464782,0.8907725,,0.10162944,,,,0.3823566,0.8768423,0.8379134,0.86239743,0.7800421,0.7491908,0.6656342,0.7906454,0.85852104,0.90871394,,,,,,0.5770564,0.84839135,0.86405545,0.86059153,0.71210927,0.6896601,0.81395024,0.8925644,0.87386423,0.8905198,,,,,0.31079155,0.741962,0.85817385,0.8456434,0.82196766,0.6877443,0.8458071,0.8936306,0.90018314,0.8814582,0.87535197,0.45201036,0.49984562,0.5537845,0.55746657,0.774821,1.0,0.956451,0.85525036,0.81885636,0.83042794,0.86487436,0.88820785,0.89307606,0.87648636,0.8650653
245,2017-09-12,0.48277965,0.5702941,0.7012723,0.73600537,0.7322553,0.71776515,0.65521723,0.6863884,0.7348398,0.7505504,0.72252446,0.7009622,0.6218271,0.43789595,0.57867,0.50157005,0.4839866,0.6000731,0.6784959,0.6728695,0.6713607,0.58536565,0.6238475,0.67460436,0.6800901,0.66750664,0.6537455,0.47448954,0.46711773,0.5634614,0.53643304,0.5256795,0.5822278,0.6432867,0.65999126,0.66344947,0.6373917,0.62439865,0.6851415,0.6878209,0.6669149,0.6663637,0.45465598,0.45783383,0.479198,0.5652558,0.5188112,0.6451958,0.6643015,0.6920409,0.7177196,0.67604315,0.67010355,0.7321455,0.7383328,0.7416109,0.7240695,0.53706986,0.45364338,0.5677749,0.5352875,0.53535956,0.67436326,0.77924603,0.7773565,0.77679473,0.7415012,0.770606,0.7982809,0.79711354,0.76088274,0.7025399,0.59824085,0.563603,0.7395243,0.55648106,0.52168405,0.6497972,0.8015778,0.77956706,0.7751989,0.77502966,0.78280205,0.78950953,0.81316227,0.7798034,0.72409993,0.66864544,0.7173987,0.8255763,0.548934,0.51597,0.64366573,0.78523135,0.79538286,0.8023666,0.795282,0.7845133,0.78526026,0.7906889,0.75235337,0.7176547,0.62343913,0.7464579,0.82427984,0.534747,0.5443734,0.6554172,0.826116,0.84858763,0.81427896,0.7976979,0.7950227,0.80479175,0.7654453,0.67918026,0.60151476,0.5386615,0.8147635,0.8363316,0.5513853,0.5690224,0.6397279,0.8320839,0.85329384,0.8117196,0.81303406,0.79958886,0.78989667,0.74621874,0.6460011,0.51966584,0.5622723,0.8281357,0.84926236,0.5731605,0.57254344,0.6577988,0.83729273,0.8481728,0.80823284,0.8103132,0.80241984,0.79318255,0.7466423,0.69388145,0.63293976,0.71266884,0.8338531,0.84949845,0.5858164,0.5603835,0.6813766,0.84428424,0.83432305,0.81081444,0.81001854,0.81013894,0.80185413,0.68167233,0.6635213,0.7873199,0.83904564,0.8489345,0.8508803,0.6645972,0.78066534,0.76813525,0.8360373,0.82668525,0.81878513,0.81513697,0.81951535,0.7913058,0.72337836,0.7877349,0.8272958,0.85472083,0.85983926,0.8538294,0.84971267,0.86786795,0.8526814,0.8513777,0.83325714,0.8370264,0.83250344,0.82703453,0.8146725,0.80897415,0.8490293,0.86277056,0.86477214,0.8653482,0.851031
246,2017-09-19,0.63060385,0.6713302,0.7147337,0.73769027,0.74181414,0.7316921,0.73436207,0.7781754,0.81109595,0.83111197,0.8352641,0.8413337,0.82926476,,0.86729234,0.6342664,0.6338136,0.68394,0.7266554,0.73790085,0.73918575,0.72489136,0.76230794,0.7992491,0.8132413,0.82425916,0.848795,0.84977496,,0.912489,0.6930005,0.6851692,0.7020501,0.7500306,0.7686518,0.79591227,0.7747072,0.8257822,0.87561053,0.8766262,0.89061844,0.9248516,,,,0.7385532,0.7377217,0.76829,0.79674226,0.8192862,0.87247,0.87240696,0.916258,0.9847474,,0.9889529,1.0,,,,0.74326724,0.7630063,0.82119995,0.8579406,0.8909654,0.9360834,0.9463192,0.99110365,1.0,1.0,1.0,1.0,,,1.0,0.7718962,0.8154723,0.8502006,0.89375126,0.944065,0.9687732,0.9693109,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.8276159,0.8692794,0.87525827,0.92980146,0.9918543,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.86682284,0.886613,0.91832304,0.9828913,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.87598693,0.88997847,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.8483262,0.892149,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.8659973,0.9221557,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9303013,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247,2017-09-26,0.6042541,0.6226541,0.67866105,0.6714372,0.6557249,0.6239268,0.58802795,0.5918967,0.62175256,0.6312106,0.60221016,0.6167791,0.694522,0.5745319,0.74113643,0.59333396,0.57875454,0.61323994,0.6243733,0.61439615,0.5770405,0.545472,0.5440984,0.56599385,0.5808175,0.59015596,0.59186655,0.65920544,0.51919943,0.7728131,0.6398516,0.61190015,0.61409825,0.60647863,0.59116405,0.5914039,0.5512609,0.55191773,0.57514906,0.5846146,0.5947855,0.6186045,0.60529524,0.54302084,0.6766876,0.6388747,0.6472179,0.6535839,0.61183447,0.61275905,0.6251152,0.5727264,0.5897572,0.6082742,0.6170336,0.6488855,0.69350034,0.59720474,0.5786299,0.68776745,0.645649,0.6541403,0.69298,0.70446545,0.6877948,0.68239295,0.67408466,0.6604666,0.68345433,0.6745201,0.6666413,0.6864086,0.62561476,0.6044067,0.73164207,0.65069515,0.6655423,0.7069184,0.72701705,0.71021956,0.70712537,0.70277524,0.6931705,0.7066417,0.7085651,0.6886182,0.65618664,0.64350325,0.7035813,0.77132964,0.6673398,0.68671036,0.6892244,0.74204135,0.7290752,0.73391813,0.7239296,0.730646,0.7312103,0.709947,0.68344635,0.61495143,0.60255206,0.6771915,0.7795626,0.6375136,0.63024426,0.65899503,0.72069395,0.7466147,0.7538934,0.71328956,0.7349867,0.73471814,0.7132818,0.6265232,0.5406171,0.55667895,0.6746439,0.7423598,0.61238796,0.61345625,0.6282308,0.6822244,0.7386075,0.76809466,0.7434144,0.74039316,0.72854,0.7026369,0.61419487,0.4885276,0.62553394,0.6812389,0.7152139,0.60516113,0.59913075,0.6005426,0.6688596,0.7248024,0.75985265,0.75279254,0.7567258,0.7316879,0.7013049,0.6299365,0.5671184,0.678706,0.6810311,0.68678725,0.62235093,0.6002935,0.6206847,0.6849162,0.69615066,0.6970663,0.72819686,0.74834776,0.7475521,0.69184685,0.6481979,0.641288,0.6745,0.6945273,0.69143194,0.6548748,0.6777536,0.67935675,0.6765612,0.6729863,0.6390747,0.6932595,0.74295247,0.7624268,0.7302553,0.6817054,0.64369607,0.6793449,0.69439906,0.6883981,0.75583464,0.755301,0.75826263,0.7102301,0.6654916,0.629145,0.6657369,0.73293287,0.76970464,0.75326747,0.6767146,0.65595233,0.69571203,0.69851387,0.6991387
248,2017-10-03,0.6042541,0.6226541,0.67866105,0.6714372,0.6557249,0.6239268,0.58802795,0.5918967,0.62175256,0.6312106,0.60221016,0.6167791,0.694522,0.5745319,0.74113643,0.59333396,0.57875454,0.61323994,0.6243733,0.61439615,0.5770405,0.545472,0.5440984,0.56599385,0.5808175,0.59015596,0.59186655,0.65920544,0.51919943,0.7728131,0.6398516,0.61190015,0.61409825,0.60647863,0.59116405,0.5914039,0.5512609,0.55191773,0.57514906,0.5846146,0.5947855,0.6186045,0.60529524,0.54302084,0.6766876,0.6388747,0.6472179,0.6535839,0.61183447,0.61275905,0.6251152,0.5727264,0.5897572,0.6082742,0.6170336,0.6488855,0.69350034,0.59720474,0.5786299,0.68776745,0.645649,0.6541403,0.69298,0.70446545,0.6877948,0.68239295,0.67408466,0.6604666,0.68345433,0.6745201,0.6666413,0.6864086,0.62561476,0.6044067,0.73164207,0.65069515,0.6655423,0.7069184,0.72701705,0.71021956,0.70712537,0.70277524,0.6931705,0.7066417,0.7085651,0.6886182,0.65618664,0.64350325,0.7035813,0.77132964,0.6673398,0.68671036,0.6892244,0.74204135,0.7290752,0.73391813,0.7239296,0.730646,0.7312103,0.709947,0.68344635,0.61495143,0.60255206,0.6771915,0.7795626,0.6375136,0.63024426,0.65899503,0.72069395,0.7466147,0.7538934,0.71328956,0.7349867,0.73471814,0.7132818,0.6265232,0.5406171,0.55667895,0.6746439,0.7423598,0.61238796,0.61345625,0.6282308,0.6822244,0.7386075,0.76809466,0.7434144,0.74039316,0.72854,0.7026369,0.61419487,0.4885276,0.62553394,0.6812389,0.7152139,0.60516113,0.59913075,0.6005426,0.6688596,0.7248024,0.75985265,0.75279254,0.7567258,0.7316879,0.7013049,0.6299365,0.5671184,0.678706,0.6810311,0.68678725,0.62235093,0.6002935,0.6206847,0.6849162,0.69615066,0.6970663,0.72819686,0.74834776,0.7475521,0.69184685,0.6481979,0.641288,0.6745,0.6945273,0.69143194,0.6548748,0.6777536,0.67935675,0.6765612,0.6729863,0.6390747,0.6932595,0.74295247,0.7624268,0.7302553,0.6817054,0.64369607,0.6793449,0.69439906,0.6883981,0.75583464,0.755301,0.75826263,0.7102301,0.6654916,0.629145,0.6657369,0.73293287,0.76970464,0.75326747,0.6767146,0.65595233,0.69571203,0.69851387,0.6991387
249,2017-10-10,0.75670177,0.7133735,0.7413066,0.7827858,0.7923729,0.7710957,0.745453,0.7584838,0.7908906,0.75534976,,0.7334595,0.6205077,0.5317802,0.5705631,0.7701088,0.77993155,0.813252,,0.8588049,0.80730325,0.67028385,0.734965,0.83145046,0.81242216,,0.70986986,0.5737319,0.5385735,0.5446725,0.80765,,,,,0.8835933,0.6914368,0.7742154,0.85994565,0.6611293,0.63400817,0.6187112,0.6133222,0.62400126,0.6080262,0.8458783,,,,,0.9154117,0.7135311,0.77429146,0.7996994,0.53546655,0.48047626,0.5100426,0.72512525,0.71528184,0.6422124,0.7447628,,,,0.94646347,0.8443497,0.7611221,0.87427825,0.7373518,0.5333242,0.4858273,0.52529335,0.73711705,0.7706326,0.745598,0.46971652,0.59315145,0.62059236,0.67739916,0.6243157,0.69819516,0.8156598,0.74853516,0.63400763,0.6186363,0.58889455,0.5808823,0.7290636,0.8127339,0.89245284,0.46431464,0.610811,0.60584897,0.73078126,0.6994402,0.73348844,0.7143403,0.71526796,0.7169334,0.735116,0.6562623,0.6484363,0.744178,0.77326095,0.78011423,0.51233774,0.660219,0.6369368,0.78278106,0.82700807,0.7254669,0.5848061,0.6066534,0.5798123,0.5927315,0.62389773,0.71763927,,0.92656434,0.92982817,0.5433474,0.57653826,0.58390594,0.79958165,0.96492237,0.79153556,0.6233361,0.6476815,0.6499419,0.66025835,0.7164159,0.76830745,0.84783494,0.9227052,0.9735021,0.7635557,0.6756043,0.6432254,0.7324695,1.0,0.9723372,0.7556198,0.8018594,1.0,0.80585957,0.7620187,0.8026624,0.86327213,0.9564753,0.98206156,0.82773346,0.8038638,0.6960754,0.76908106,1.0,1.0,0.9618927,1.0,1.0,0.7669827,0.728129,0.79231185,0.86809796,0.82640433,0.7855531,0.85788304,0.78238684,0.68972844,0.8069172,1.0,1.0,0.98352695,1.0,1.0,0.6788024,0.6645892,0.71786004,0.69307363,0.63022906,0.6149217,0.7829697,0.92473817,0.9164609,0.8979149,1.0,0.96593976,0.84611785,0.976838,0.9872128,0.66294897,0.6287884,0.56991476,0.4593969,0.484255,0.517078
