,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
351,2019-09-24,0.77241784,0.73421067,0.67405856,0.6718086,0.7630674,0.7872501,0.79777145,0.7851275,0.714227,0.732837,0.76348394,0.76657146,0.73030883,0.6891214,0.6471233,0.68904173,0.7618455,0.78670835,0.8038831,0.7803573,0.75606275,0.7638981,0.76810884,0.77274734,0.7633962,0.6789002,0.68758917,0.73396724,0.7444005,0.72847086,0.751752,0.75687265,0.74298453,0.7469455,0.7515758,0.7338531,0.767556,0.7442761,0.7084758,0.72311515,0.7303933,0.7002038,0.7152239,0.7294348,0.7366233,0.7466722,0.7237695,0.70388675,0.7599672,0.75951666,0.70277876,0.6899265,0.70188606,0.71128976,0.7182369,0.72988564,0.75208086,0.71946836,0.68101585,0.6835516,0.7514925,0.7315533,0.73085606,0.73161906,0.719371,0.73012376,0.72884595,0.6791653,0.6761401,0.6850555,0.71839595,0.74836135,0.7614097,0.78684765,0.7933232,0.7599671,0.721044,0.6972034,0.6839451,0.66089386,0.68023884,0.7276185,0.7638287,0.7372891,0.7737752,0.7909912,0.7879983,0.74585253,0.74688095,0.737789,0.7178749,0.71877074,0.73333335,0.74114126,0.7477275,0.7365257,0.7682324,0.7701928,0.7529541,0.7221567,0.68963206,0.712011,0.7388449,0.718953,0.6721618,0.6892399,0.69696707,0.69696707,0.77972704,0.766366,0.74919665,0.73402154,0.73497957,0.7328411,0.7393014,0.70972526,0.6688648,0.64133555,0.68537617,0.68537617
352,2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2019-10-15,,,,,,,,,0.7437399,0.7578764,0.78527224,,,,,,,,,,0.74451685,0.74724156,0.7248656,,,,,,,,,,0.73892903,0.7387825,0.7411061,0.73131764,,,,,,,,,,0.7291655,0.7348643,0.77174807,,,0.6927244,,0.6912598,0.71102256,0.6997155,0.7105786,0.72577196,0.71143633,0.7271887,0.73682076,0.7748348,,,,0.697141,0.6965466,0.70875233,0.71381265,,,,0.74437934,,,,,0.69298786,0.74128276,0.7158184,0.73870754,,,,,0.79569757,0.78893703,,,,0.75758326,0.7625136,0.77522254,,,,,,,0.7554322,0.7496185,0.7461155,0.75299054,0.7766181,0.79540735,,,,,0.7355105,0.7419238,0.7640259,0.77603495,0.7610757,0.7373121,0.7753113,0.76422113,0.7725454,0.79610044,0.7826734,0.7826734
355,2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2019-11-26,0.33306256,0.29473245,0.26219392,0.32500443,0.35511848,0.27320474,0.30494177,0.40265933,0.5084463,,,0.34068745,0.20317559,0.23810397,0.25871915,0.30113673,0.2705551,0.23660079,0.245468,0.5863246,0.61637557,,0.5090602,0.305184,0.190114,0.24534588,0.33625105,0.30650508,0.2284944,0.18158464,0.16780469,0.32671088,0.41622746,0.51743543,0.4125288,0.3630935,0.3111894,0.26445037,0.39609283,0.38910365,0.34863946,0.2668774,0.21433234,0.3267205,0.29001635,0.40724292,0.39614493,0.4435963,0.43500182,0.3518285,0.3502917,0.40195054,0.42607602,0.36040366,0.41131875,,0.27886945,0.4145905,0.31274703,0.30836955,0.54060906,0.27762547,0.2431231,0.2568739,0.26602766,0.37573892,,,0.25073886,0.40838733,0.26167813,0.18912081,0.30827573,0.2445471,0.21383141,0.2141734,0.27718034,0.39473653,0.48130792,0.6396029,0.19858186,0.33335942,0.25912598,0.15000398,0.30009705,0.3069443,0.21735983,0.1968856,0.2627215,0.33042508,0.59685445,,0.2636915,0.39968038,0.35237104,0.23633073,0.36445782,0.3760522,0.5630267,0.5103343,0.31143388,0.26222605,0.48182258,0.5709485,0.35354796,0.34970203,0.39556557,0.39556557,0.3591153,0.3931971,0.50260466,0.4807491,0.38813546,0.28939575,0.33876505,0.40246937,0.37663665,0.5548473,0.43141747,0.43141747
361,2019-12-03,0.33306256,0.29473245,0.26219392,0.32500443,0.35511848,0.27320474,0.30494177,0.40265933,0.5084463,,,0.34068745,0.20317559,0.23810397,0.25871915,0.30113673,0.2705551,0.23660079,0.245468,0.5863246,,,0.5090602,0.305184,0.190114,0.24534588,0.33625105,0.30650508,0.2284944,0.18158464,0.16780469,0.32671088,0.41622746,0.51743543,0.4125288,0.3630935,0.3111894,0.26445037,0.39609283,0.38910365,0.34863946,0.2668774,0.21433234,0.3267205,0.29001635,0.40724292,0.39614493,0.4435963,0.43500182,0.3518285,0.3502917,0.40195054,0.42607602,0.36040366,0.41131875,,0.27886945,0.4145905,0.31274703,0.30836955,0.54060906,0.27762547,0.2431231,0.2568739,0.26602766,0.37573892,,,0.25073886,0.40838733,0.26167813,0.18912081,0.30827573,0.2445471,0.21383141,0.2141734,0.27718034,0.39473653,0.48130792,0.6396029,0.19858186,0.33335942,0.25912598,0.15000398,0.30009705,0.3069443,0.21735983,0.1968856,0.2627215,0.33042508,0.59685445,,0.2636915,0.39968038,0.35237104,0.23633073,0.36445782,0.3760522,0.5630267,0.5103343,0.31143388,0.26222605,0.48182258,0.5709485,0.35354796,0.34970203,0.39556557,0.39556557,0.3591153,0.3931971,0.50260466,0.4807491,0.38813546,0.28939575,0.33876505,0.40246937,0.37663665,0.5548473,0.43141747,0.43141747
362,2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2019-12-17,0.0042724693,0.0070088124,0.0019764227,,0.003939292,0.0109877335,0.008418814,0.005098819,0.0016099251,,0.0035306527,0.006376141,0.00703771,0.008059873,0.009944875,0.00908666,0.012130201,0.009704014,0.005317954,0.008429478,0.0066659204,0.007535607,0.005157175,0.0057284622,0.010281709,0.01180365,0.0134962825,0.013986575,0.013030231,0.011122179,0.011065208,0.009287151,0.005550007,0.006668133,0.009386428,0.007634247,0.013014596,0.020023055,0.015295227,0.015375362,0.015866011,0.017491216,0.01699592,0.017353049,0.012137842,0.009001893,0.008953377,0.009445774,0.015649749,0.027154628,0.01715558,0.015786,0.01694174,0.01820681,0.019004153,0.019511739,0.015311736,0.015877891,0.010146663,0.00851499,0.015544949,0.020225363,0.016256802,0.014197483,0.012712825,0.012304821,,,0.019066392,0.020689368,0.014976807,0.011501508,0.010992829,0.016059749,0.023790972,0.019889083,0.016155345,0.015604007,0.013198718,0.015730264,0.017203681,0.016194351,0.018034693,0.016511388,0.011512781,0.009416859,0.016945219,0.024582343,0.03058318,0.025089225,0.021841396,0.01964735,0.016949834,0.022500565,0.026490798,0.01987765,0.016160112,0.01452794,0.018362878,0.023145543,0.02684938,0.027379788,0.025059083,0.026697062,0.025305089,0.026735706,0.030035263,0.030035263,0.014375722,0.015324577,0.018287087,0.014419917,0.018725028,0.026092637,0.030941209,0.026781341,0.02685653,0.024245692,0.030420564,0.030420564
364,2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2019-12-31,0.2696877,0.3604102,0.36613223,0.31090042,0.29521137,0.3851811,0.4227777,0.33641538,0.34522587,0.46214077,0.3110014,0.41285113,0.21580109,0.29958513,0.3746457,0.31690687,0.25333473,0.37960133,0.4625565,0.35250995,0.38065192,0.33045688,0.2375782,0.23001753,0.2505883,0.29679325,0.35765186,0.33466235,0.28939497,0.3496947,0.41157165,0.32773784,0.3190893,0.2854563,0.27052742,0.23061194,0.33509752,0.33331725,0.28156602,0.3019906,0.3202524,0.38172492,0.4439228,0.32044214,0.29085004,0.2929031,0.20170817,0.26450732,0.3499122,0.37710434,0.29878467,0.30704767,0.32714564,0.4438399,,0.31184405,0.2540745,0.17846967,0.26300302,0.3177059,0.30693153,0.32893002,0.43253392,0.37534693,0.3237899,0.37197134,0.5328247,0.45318225,0.29304597,0.29395288,0.45268625,0.42924854,0.4543436,0.43689477,0.37571433,0.30457714,0.3232053,0.5234646,0.47074127,0.3846708,0.4413476,0.38194984,0.37297142,0.3331669,,0.37477532,0.26503736,0.24655586,0.32796943,0.40251803,0.23958912,0.24116401,0.3648532,0.3444216,0.31203383,0.24523667,,0.33592433,0.2339852,0.33005404,0.44428152,0.38850695,0.3029758,0.24286468,0.3494752,0.33812356,0.34110546,0.34110546,0.31312844,0.24946143,0.25927824,0.31860667,0.33105424,0.35031214,0.30146745,0.31918994,0.28953364,0.25782144,0.26764798,0.26764798
366,2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2020-02-04,0.34028777,0.27806836,0.24536555,0.22208408,0.21990727,0.21097942,0.1910583,0.19041528,0.18940127,0.1627794,0.15553397,0.16063964,0.2769399,0.24078287,0.23412977,0.21575312,0.19358927,0.1947933,0.17346467,0.17132063,0.16842751,0.16139735,0.16243261,0.15416521,0.26081944,0.23982851,0.22240944,0.20044655,0.17307077,0.15820807,0.1658727,0.1742563,0.17140445,0.16939108,0.1636351,0.15829703,0.24869622,0.25470406,0.23620594,0.23295529,0.18343242,0.1647391,0.17668392,0.19445607,0.19824658,0.19101004,0.19229843,0.19047548,0.243466,0.2603249,0.24482644,0.23117082,0.19340304,0.20373902,0.20027295,0.2112181,0.21886991,0.2589171,0.23705058,0.22102535,0.23695765,0.24850142,0.24339075,0.24227385,0.23105325,0.24394049,0.24538238,0.31865892,0.3606419,0.31892526,0.3003724,0.2702655,0.27772182,0.27443227,0.28503606,0.26784605,0.243434,0.24180543,0.26164973,0.33237767,0.384551,0.3519666,0.3507702,0.311596,0.2788343,0.27376795,0.27212676,0.2408907,0.2718655,0.2728605,0.2755631,0.29836366,0.31231388,0.31614125,0.32508639,0.309657,0.27506554,0.26090306,0.2764691,0.31714118,0.33637786,0.339063,0.31765366,0.29032797,0.29419863,0.3029292,0.31217942,0.31217942,0.328234,0.30284476,0.31017697,0.33773386,0.3659747,0.39683998,0.38701645,0.3250966,0.29527506,0.295673,0.30920386,0.30920386
371,2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2020-02-18,0.4818499,0.4899811,0.42859083,0.34374997,0.44094792,0.48094848,0.48276985,0.41835344,0.36880463,0.40845296,0.44219267,0.4148395,0.45327058,0.42320046,0.35772356,0.45764497,,,0.49245033,0.39166948,0.3582862,0.43609947,0.43176886,0.4648963,0.4572645,0.38580948,0.43610352,0.48603624,,,,0.477847,0.43518817,0.44270182,0.44388518,0.4380753,0.47688946,0.45829976,0.4611224,0.42112547,0.4872199,,,0.46507168,0.4511843,0.46473396,0.43167758,0.43432876,0.46970803,0.4117726,0.43932647,0.39861688,0.4432173,0.45131338,0.46349603,0.42315054,0.4383374,0.44324467,0.45058832,0.46654835,0.4397912,0.43540072,0.43791622,0.40448865,0.36338905,0.3758811,0.41639552,0.38690767,0.4585353,0.494349,0.47708753,0.4615171,0.4394921,0.42979747,0.43502825,0.40845296,0.3982101,0.42271265,0.43878952,0.43797857,,0.442354,0.46215028,0.48791677,0.3974741,0.4333959,0.45246118,0.4337391,0.40135932,0.42244285,0.43004525,0.4502088,0.512877,0.46539286,0.4730598,0.48273462,0.42632538,0.43038565,0.42950332,0.43308726,0.4343922,0.4289335,0.41202456,0.4104886,0.4835042,0.4869515,0.46175373,0.46175373,0.4164176,0.4338697,0.4201743,0.41963723,0.43612337,0.41401622,0.43944195,0.4301208,0.38940752,0.41213295,0.44257927,0.44257927
373,2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2020-03-03,0.0219081,0.02148312,0.016565625,0.011446921,0.010558601,0.009091744,0.0059218598,0.0031393773,0.0056884554,0.005605463,0.006553098,0.008562459,0.029269073,0.044357214,0.030850334,0.020111367,0.011239118,0.0085141,0.005589535,0.003460309,0.006488125,0.0082744295,0.007538849,0.0068628215,0.028533861,0.03745525,0.031626575,0.021041775,0.008818585,0.0056538368,0.004344833,0.0031607298,0.007464487,0.010220999,0.008987537,0.008132883,0.019220822,0.021888068,0.023635065,0.0100421095,0.0044688154,0.0037168164,0.0032343445,0.003500937,0.007849802,0.010788285,0.010447787,0.008095799,0.010606336,0.015225686,0.019210143,0.011677088,0.0041706585,0.0030904098,0.00354796,0.0046564573,0.010778318,0.011543355,0.009378976,0.006095041,0.007121003,0.01381781,0.016883792,0.010566929,0.009235939,0.0029709483,0.0027910422,0.0064831567,0.014612575,0.013904536,0.009189834,0.0059602857,0.0006097619,0.0058320668,0.0071965363,0.010755684,0.011953531,0.00981453,0.006951799,0.0082031805,0.016672352,0.014778752,0.010012896,0.00799442,,0.0014394344,0.0038893945,0.008180754,0.009088082,0.011704194,0.011817369,0.012415302,0.016429314,0.015950559,0.014288178,0.012716561,,0.0011159676,0.00042801458,0.002984318,0.0051881066,0.013593408,0.015969345,0.01734974,0.017011022,0.016148912,0.015343635,0.015343635,,0.0013921496,0.0015107654,0.003228815,0.0060012015,0.012257938,0.014667916,0.016921785,0.01570245,0.014165201,0.015885293,0.015885293
375,2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2020-04-07,0.5824407,0.52511734,0.4519674,0.44143268,0.54574114,0.59407943,0.6048097,0.57774734,0.53208005,0.5597801,0.60445344,0.6318957,0.47376734,0.46931717,0.5201536,0.5898739,0.6086915,0.5732075,0.55767536,0.50012654,0.5308778,0.56758523,0.523998,0.591945,0.55127865,0.46945396,0.56759894,0.6264925,0.6368935,0.5304159,0.5407619,0.54330564,0.54552263,0.5789319,0.5703015,0.5547494,0.6307344,0.55,0.52792597,0.53957623,0.5394261,0.5043646,0.4828844,0.559798,0.5391306,0.5401136,0.52519894,0.5527266,0.566523,0.5529509,0.4904298,0.4863915,0.46385542,0.48610175,0.5108105,0.55034816,0.54525,0.5547843,0.5412275,0.55731136,0.5442264,0.53626394,0.5069267,0.48254976,0.46610567,0.4872502,0.5301893,0.4972596,0.5673923,0.5935823,0.5730913,0.576184,0.53500336,0.5371289,0.5545529,0.5357321,0.50793767,0.5377838,0.5325039,0.5376472,0.5878579,0.61562395,0.61411345,0.58594275,0.58662283,0.57249796,0.5832809,0.57469696,0.5955586,0.6004095,0.56985813,0.57633245,0.6097894,0.61374134,0.6136011,0.58973014,0.60898167,0.6120867,0.60870665,0.60322464,0.5907001,0.5885431,0.5632356,0.5517996,0.5945167,0.5934639,0.59019196,0.59019196,0.5879466,0.6099995,0.61188847,0.6089722,0.5950331,0.59114593,0.5723353,0.5595856,0.5652261,0.55828536,0.5738445,0.5738445
380,2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2020-04-21,0.8029616,0.76018053,0.63748324,0.6206933,0.7407449,,,,,,,,0.70696557,0.6742192,0.69540703,,,,,,,,,,0.72952706,0.6674087,0.69659114,,,0.71159935,,,,,,,,0.7390855,0.6981687,0.6832448,,0.67723393,0.6643932,,,,,,0.74312466,,0.67013556,0.62808335,0.6560941,0.665045,0.70824987,,,,,,0.72506666,,0.7075882,0.66168845,0.6583454,0.68733126,0.7126115,0.7016635,,,,,,,,0.7259633,0.7001239,0.7422435,0.71082294,0.70848805,,,,,,0.76034755,0.7762686,0.77817905,0.7812099,0.7745086,0.74365956,,,,,,0.7977697,0.7938499,0.7769299,0.7642879,0.7739979,0.75405765,0.7223216,,,,,,0.7599318,0.76201385,0.75777775,0.76091725,0.77606195,0.761846,0.7407364,0.74107575,,,,
382,2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2020-05-05,0.801169,0.79010016,0.55827355,0.33099976,0.25480098,0.30422986,0.36749783,0.39599055,0.3413963,0.4533806,0.48603663,0.32145384,0.70049524,0.57591665,0.3238314,,,0.22005829,0.23105778,0.23000593,0.24271369,0.23028642,0.18219727,0.16121218,0.63807994,0.42577094,0.25088888,,,,0.18820976,,,,,,0.322607,0.24483891,0.18258378,,,,,,,,,0.2187663,0.23079921,0.18537754,0.14903425,,0.19022807,0.2308915,0.21865445,,,0.21902229,,,0.19525696,0.16880928,0.15011333,0.18678421,0.2311998,0.3118933,0.2961149,0.23239999,0.25115287,0.28752863,0.16374762,,0.19382055,0.17400372,0.17486443,0.23905535,0.39595598,0.5097927,0.3438547,0.21716005,0.23210992,0.29071915,0.19781879,,0.26884785,0.2569485,0.24524972,0.4661502,0.55746543,0.3646221,0.22883509,0.1612356,0.18639512,0.19851767,0.17114624,,0.3877546,0.41129413,0.64816326,0.721077,0.81498027,0.4139687,0.24295866,0.18429752,0.1789506,0.15906781,,,,,,0.9043509,0.9026725,0.6231208,0.42878154,0.46264052,0.21644767,0.15867345,,
384,2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2020-05-26,0.87539685,0.8593778,0.76668936,0.7857977,0.8556787,0.8850114,0.8975889,,,,,,0.8338923,0.81064594,0.8172194,0.8586772,0.87051886,0.8758003,0.86685944,,,,,,0.8334372,0.7918409,0.83403325,0.8812631,0.8704919,0.8310286,0.8436339,0.8613124,,,,,0.8852049,0.84885216,,0.8290278,0.8481869,0.81712943,0.83365923,0.8741878,0.88294655,0.8909699,0.8792455,,0.86547303,,,,,0.83054495,0.8771024,0.87751365,0.88366926,,,,0.86364794,,,,,0.906796,0.89273614,,,,,,,,,,,0.9200993,0.90508497,,,,,,0.9009013,,,0.92390233,0.9214514,,,,,,,,0.9241917,0.91897875,0.9288288,0.9261126,0.91882324,,,,,,,,0.9134209,0.92598397,0.9273554,0.92169815,0.91679645,0.9158171,,,,,,
387,2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2020-06-09,0.8877591,0.8633433,0.809694,0.81419444,0.8635058,0.90941,0.9123052,0.88559145,,,0.9062035,,0.8456453,0.814029,0.8493777,0.87463677,0.8993537,0.8963664,0.8793437,0.8464581,,,,,0.8748052,0.7800926,0.8564977,0.89190817,0.88941556,0.8293183,0.8622046,0.8829138,,0.9123273,,,0.8986399,0.8822778,0.83208156,0.82368886,0.8430193,0.8378362,0.8500748,0.8976535,0.90152806,0.90794456,0.90239024,0.90652555,0.87787217,0.87372595,0.8622652,0.8328111,0.81189597,0.86512643,0.8841287,0.8910509,0.90343165,0.9025605,0.90617776,,0.8740864,,,,0.862337,0.8966818,0.89291906,,,,,,0.89239633,,,0.89532435,0.89480203,0.90078324,0.89592004,0.8973097,,,,,0.90889007,0.91000754,0.90964913,0.90211076,0.9040558,0.9034207,0.8968549,0.8992918,,,,0.90765786,0.916839,0.91391766,0.9117129,0.9083773,0.9053326,0.9022737,0.9010165,,,,0.90380794,0.90380794,0.90755844,0.9044408,0.90377104,0.906324,0.9050328,0.9035233,0.90220284,0.9020093,0.9072885,0.90863484,0.90523,0.90523
389,2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2020-06-23,0.8816859,0.8497913,0.7798174,0.7803097,0.85126615,0.8865514,0.8964429,0.87914395,0.83524513,0.8640888,0.8929772,0.89308834,0.81586295,0.79196876,0.8325758,0.8596481,0.8747992,0.8698143,0.85930187,0.8273681,0.84408283,0.88475007,0.8832978,,0.83694214,0.8047541,0.83096087,0.877725,0.8712091,0.8140838,0.8557286,0.8658327,0.8789306,0.8930616,0.8902926,0.8847064,0.8793619,0.8518447,0.8266927,0.7736704,0.8343827,0.7956484,0.81715345,0.88195646,0.8836286,0.89313626,0.88050246,0.88287896,0.85507435,0.85205674,0.832299,0.79366577,0.8177022,0.8284875,0.87192166,0.87405485,0.8821674,0.88789237,0.8849242,0.87924755,0.85480404,0.85534227,0.86512804,0.85949993,0.8563504,0.8690186,0.8675087,0.876907,0.88649833,0.88677484,0.88140297,0.8819425,0.874043,0.8719557,0.8848984,0.8825185,0.8699935,0.87817395,0.87429845,0.87636596,0.88331014,0.8815543,0.8829862,0.8853258,0.8923547,0.89024675,0.8906272,0.89053875,0.88647574,0.87977046,0.88046247,0.88127667,0.8832648,0.88447887,0.8875713,0.8870175,0.9014217,0.89642733,0.8906963,0.88771355,0.88601995,0.8835259,0.8832117,0.88030815,0.8858195,0.88648504,0.88568527,0.88568527,0.88988155,0.88869977,0.8833297,0.8862159,0.8870849,0.8829351,0.88268536,0.88322294,0.8876101,0.88985926,0.8869673,0.8869673
391,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2020-07-07,0.7888744,0.6575005,0.59340435,0.65184504,0.7556266,0.67728716,0.4308053,,,,0.34236357,,0.70797527,0.6179927,0.69486636,0.7960872,1.0,0.732646,0.56448835,0.5328109,0.29812437,0.3898286,0.40251055,,0.70892835,0.57405764,0.544191,0.67339796,0.8824955,0.7541128,0.6196434,0.6456884,0.45048618,0.608914,0.41344613,,0.8276033,0.67510974,0.58973527,0.68900967,0.80402946,0.91238934,0.81538826,0.82579345,0.8380706,0.8622718,0.833312,0.4802199,0.8414551,0.6055101,0.55815184,0.604388,0.6461105,0.8764852,0.90633494,0.88868326,0.8345351,0.6163628,0.5374573,0.41248423,0.6644598,0.4648085,0.41016755,0.4078785,0.4105039,0.7181466,0.76364005,0.37187967,,,,,0.5253759,0.34080073,0.3223418,0.3578491,0.40953812,0.6049106,0.77715516,0.46034673,,,,,0.6133168,0.5049523,0.4637972,0.5277671,0.58777404,0.5530098,0.6380415,0.3891759,,,,0.43734846,0.83293825,0.822292,0.8901085,0.8017995,0.6102651,0.52162236,0.49946225,0.30173302,,,0.3915282,0.3915282,0.8791457,0.89704317,0.9084276,0.8428337,0.6508511,0.56080145,0.5271938,0.32447806,0.3039713,0.40791714,0.4440843,0.4440843
