,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
339,2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2019-07-09,0.8293324,0.8363318,0.8273671,0.82589537,0.82640743,0.8103561,0.8077687,0.8186373,0.8216228,0.8368742,0.8362002,0.8343246,0.7775515,0.75971705,0.7713337,0.8092824,0.8447955,0.84879166,0.85364914,0.85443085,0.85463125,0.8478563,0.8475982,0.85141766,0.85154486,0.84637475,0.84379107,0.79508424,0.792829,0.83400136,0.82252806,0.8548523,0.8620845,0.8614037,0.85885984,0.85977125,0.8570063,0.85919154,0.861317,0.8658661,0.85737175,0.85899514,0.83296424,0.83038825,0.8565576,0.86234295,0.86011505,0.8606489,0.8618757,0.86314195,0.8598593,0.85770655,0.85907596,0.8555197,0.85514075,0.8464934,0.84084713,0.83623534,0.79839015,0.8082441,0.8634288,0.8617032,0.86407423,0.8624444,0.8591788,0.8499258,0.853781,0.84064406,0.8206005,0.82294875,0.793476,0.71855444,0.8049082,0.7803937,0.73139286,0.8601846,0.8523503,0.86691093,0.8633254,0.8555861,0.84977084,0.83137065,0.7809345,0.765637,0.77268326,0.7570033,0.7427158,0.73014134,0.7920119,0.7168203,0.8611817,0.85383326,0.86339134,0.86120725,0.8585902,0.84984845,0.80531186,0.74859333,0.782388,0.77120364,0.72340906,0.7513248,0.741128,0.7283712,0.7152131,0.8517786,0.8595802,0.8660139,0.86341774,0.8588929,0.857849,0.8210907,0.7630719,0.8065095,0.84268063,0.73910207,0.77846557,0.7481627,0.7233202,0.8019181,0.8586876,0.86986566,0.8791993,0.8741288,0.85625875,0.8469979,0.82807195,0.78722006,0.779625,0.7819028,0.71839464,0.7101318,0.7306562,0.70495987,0.79284817,0.8639969,0.8676992,0.88544816,0.8809561,0.8533392,0.8259351,0.81125766,0.79240096,0.7571322,0.72504014,0.707878,0.6365234,0.69244736,0.70238435,0.70020664,0.8858458,0.8745911,0.8807848,0.87465847,0.8191098,0.76600385,0.74422675,0.74434626,0.7444898,0.7547417,0.74773645,0.63142556,0.67231774,0.697299,0.69689095
341,2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2019-07-23,0.7884844,0.7988607,0.7708781,0.7037141,0.62894356,0.6552704,0.7439791,0.77821344,0.80496234,0.79882526,0.8245262,0.8501941,0.7731497,0.7222477,0.7948104,0.8131249,0.83874404,0.7833868,0.7773365,0.7254167,0.7883564,0.8138425,0.82048106,0.8072518,0.7914454,0.79668576,0.78839964,0.7700619,0.67264664,0.77416587,0.83012843,0.85631293,0.8133719,0.8066848,0.8124102,0.83261776,0.8359076,0.83795476,0.8292573,0.8277691,0.77357644,0.770121,0.80968964,0.7271979,0.74208456,0.83882684,0.84759647,0.8351771,0.8220704,0.84237033,0.82995164,0.81437373,0.78440267,0.77473557,0.7976033,0.79599375,0.8025658,0.8162776,0.80183846,0.77061874,0.8278009,0.8304732,0.82489365,0.81642574,0.8185073,0.80617493,0.79423434,0.7394002,0.7630091,0.79326344,0.7495982,0.7883685,0.7779587,0.79488134,0.8049925,0.8141693,0.82486206,0.826764,0.805611,0.80442387,0.8060373,0.8159333,0.77190614,0.82720983,0.84672225,0.7221188,0.71202224,0.78875136,0.8361359,0.8333621,0.8050802,0.8131406,0.8103852,0.8024673,0.7835249,0.8024721,0.8222218,0.79772824,0.8353135,0.8223358,0.7517201,0.6988818,0.82765067,0.8465683,0.83093524,0.7987398,0.8036411,0.8035383,0.7992626,0.79421055,0.8190386,0.83303505,0.8095942,0.7900198,0.79004246,0.7905321,0.78470623,0.78180873,0.8031893,0.7821401,0.79990387,0.7946647,0.7994006,0.8128067,0.8109718,0.8160704,0.8319366,0.8112217,0.78054553,0.77620035,0.80622447,0.8078181,0.74459255,0.7589427,0.8363824,0.7958866,0.7892056,0.80155945,0.81024104,0.8225186,0.8166886,0.8248992,0.80789524,0.78347915,0.78409743,0.77800566,0.7670817,0.77656686,0.75080484,0.832056,0.8078017,0.8075715,0.80874854,0.80561256,0.8125819,0.79793984,0.8055891,0.7959201,0.79260767,0.788134,0.7787437,0.76270425,0.80524087,0.7891884,0.76288986
343,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019-08-06,0.6934564,0.6933394,0.7123361,0.7365115,0.73344713,0.7557698,0.7853609,0.79435885,0.7856815,0.77996993,0.77958393,0.78542626,0.7925706,0.7967285,0.795344,0.6892091,0.6967008,0.7327323,0.7451494,0.7215292,0.7441691,0.77625906,0.7906494,0.7845506,0.78134465,0.78271794,0.79129374,0.79144984,0.7938525,0.79126024,0.72522616,0.7445592,0.76729906,0.7596565,0.74394345,0.7570274,0.77091134,0.78048706,0.7862133,0.79068726,0.79088044,0.79265475,0.7902363,0.79180044,0.7872959,0.7780958,0.77106243,0.7718574,0.77225924,0.775794,0.770618,0.7741011,0.78142834,0.78314304,0.7898464,0.7913614,0.7896141,0.7892666,0.78821886,0.7838866,0.8069176,0.7917586,0.7919391,0.7926937,0.7891778,0.777072,0.7745194,0.78124857,0.7855734,0.7877778,0.7917786,0.7886254,0.7897046,0.78784525,0.78960645,0.81858826,0.8022462,0.80291545,0.7966443,0.7897148,0.78042597,0.7651969,0.7613928,0.7812126,0.7873506,0.7923508,0.79604083,0.7984698,0.7907062,0.7885881,0.8063266,0.79875386,0.7994054,0.79390806,0.78428185,0.7886481,0.77350587,0.7395672,0.77704936,0.7925369,0.797712,0.79861456,0.79444784,0.78199995,0.7908744,0.80271167,0.79457396,0.79777944,0.796266,0.7946491,0.7905641,0.77951485,0.7629788,0.76839066,0.797289,0.7989551,0.79150534,0.7404629,0.7438903,0.78683573,0.7891115,0.7724834,0.7771628,0.78500044,0.79254323,0.782508,0.7809519,0.76599085,0.76528424,0.7916965,0.79467076,0.783092,0.7143586,0.68658465,0.7593256,0.7684309,0.7506703,0.75886786,0.77641237,0.79203963,0.7923015,0.78545606,0.7784088,0.7774375,0.7900059,0.79063314,0.7854788,0.7410254,0.67091954,0.7382905,0.7515544,0.7209648,0.74318504,0.7730243,0.7965048,0.7954758,0.7896349,0.78597635,0.79139614,0.78868514,0.78612185,0.7753002,0.76437503,0.6940936,0.6970096
345,2019-08-13,0.6934564,0.6933394,0.7123361,0.7365115,0.73344713,0.7557698,0.7853609,0.79435885,0.7856815,0.77996993,0.77958393,0.78542626,0.7925706,0.7967285,0.795344,0.6892091,0.6967008,0.7327323,0.7451494,0.7215292,0.7441691,0.77625906,0.7906494,0.7845506,0.78134465,0.78271794,0.79129374,0.79144984,0.7938525,0.79126024,0.72522616,0.7445592,0.76729906,0.7596565,0.74394345,0.7570274,0.77091134,0.78048706,0.7862133,0.79068726,0.79088044,0.79265475,0.7902363,0.79180044,0.7872959,0.7780958,0.77106243,0.7718574,0.77225924,0.775794,0.770618,0.7741011,0.78142834,0.78314304,0.7898464,0.7913614,0.7896141,0.7892666,0.78821886,0.7838866,0.8069176,0.7917586,0.7919391,0.7926937,0.7891778,0.777072,0.7745194,0.78124857,0.7855734,0.7877778,0.7917786,0.7886254,0.7897046,0.78784525,0.78960645,0.81858826,0.8022462,0.80291545,0.7966443,0.7897148,0.78042597,0.7651969,0.7613928,0.7812126,0.7873506,0.7923508,0.79604083,0.7984698,0.7907062,0.7885881,0.8063266,0.79875386,0.7994054,0.79390806,0.78428185,0.7886481,0.77350587,0.7395672,0.77704936,0.7925369,0.797712,0.79861456,0.79444784,0.78199995,0.7908744,0.80271167,0.79457396,0.79777944,0.796266,0.7946491,0.7905641,0.77951485,0.7629788,0.76839066,0.797289,0.7989551,0.79150534,0.7404629,0.7438903,0.78683573,0.7891115,0.7724834,0.7771628,0.78500044,0.79254323,0.782508,0.7809519,0.76599085,0.76528424,0.7916965,0.79467076,0.783092,0.7143586,0.68658465,0.7593256,0.7684309,0.7506703,0.75886786,0.77641237,0.79203963,0.7923015,0.78545606,0.7784088,0.7774375,0.7900059,0.79063314,0.7854788,0.7410254,0.67091954,0.7382905,0.7515544,0.7209648,0.74318504,0.7730243,0.7965048,0.7954758,0.7896349,0.78597635,0.79139614,0.78868514,0.78612185,0.7753002,0.76437503,0.6940936,0.6970096
346,2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2019-08-27,0.8162654,0.8082045,0.81206286,0.82273734,0.83360565,0.8353201,0.83492273,0.8340536,0.8312666,0.8313236,0.83387804,0.83223003,0.83556366,0.8400872,0.8359924,0.82284045,0.83009267,0.82985437,0.8338846,0.8325225,0.8313049,0.8308094,0.83329654,0.83495075,0.8275801,0.8337106,0.83500963,0.83371246,0.8328155,0.83387417,0.8250047,0.84048617,0.8425068,0.8360763,0.8337846,0.8328301,0.8289829,0.8339566,0.83536965,0.8317107,0.84062535,0.8354838,0.8340228,0.82788795,0.8296984,0.8325717,0.8382244,0.835128,0.8355694,0.835362,0.83381975,0.82888407,0.8366658,0.8371467,0.8361418,0.835598,0.8303048,0.8289705,0.83166903,0.82976,0.83772206,0.8380616,0.84009105,0.837339,0.835732,0.8336973,0.8356198,0.8390409,0.8367672,0.8312782,0.8300155,0.82676363,0.8294347,0.8309881,0.8341482,0.8441232,0.8436514,0.8436946,0.84086686,0.83370477,0.8391199,0.827247,0.80601573,0.8319651,0.8321672,0.8279647,0.8346409,0.83669245,0.8300846,0.8339422,0.8409511,0.8428923,0.8384183,0.838961,0.83810526,0.8404936,0.8310549,0.7991491,0.81916314,0.8273215,0.8320455,0.834989,0.83024955,0.8336444,0.8392834,0.83995706,0.8387144,0.8395768,0.841995,0.84379286,0.84331805,0.8370274,0.8112337,0.8157824,0.83848166,0.83922505,0.82952154,0.7844376,0.7965207,0.8295008,0.84084165,0.8389013,0.84043354,0.83684266,0.8367886,0.8334488,0.8334658,0.81984234,0.81633985,0.83289516,0.838913,0.83261263,0.7424688,0.7304054,0.81796885,0.83680224,0.83899707,0.8376023,0.83132565,0.8304287,0.8342772,0.83457357,0.83217204,0.8198826,0.83502775,0.8334574,0.83415115,0.7934497,0.7039809,0.7798592,0.8385739,0.83785814,0.8298493,0.8305247,0.83262527,0.833947,0.8327264,0.8336667,0.8345601,0.83900934,0.83901906,0.8323779,0.81118536,0.74580693,0.7590182
348,2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2019-09-10,0.86847603,0.8506059,0.8542764,0.8702212,0.8654623,0.8671123,0.8675191,0.8688113,0.869093,0.86208564,0.8638164,0.87221104,0.8723553,0.8785874,0.87435305,0.86435854,0.8698693,0.8722428,0.8713603,0.8700072,0.865369,0.8615924,0.86732376,0.8662068,0.8558892,0.86081797,0.87279123,0.87240344,0.8730835,0.8738134,0.8699615,0.87526834,0.87108654,0.8700502,0.8714817,0.8632556,0.8567804,0.8629113,0.8666585,0.8670967,0.8703161,0.8672085,0.87174463,0.8714496,0.8685028,0.86748236,0.86902267,0.86360085,0.8755373,0.8718167,0.8676637,0.86690474,0.87278146,0.8735485,0.8718021,0.8688545,0.86812526,0.86376584,0.8693619,0.867485,0.8751326,0.8730254,0.87631875,0.8786031,0.87053835,0.8680515,0.87089556,0.874506,0.875734,0.87292874,0.8678708,0.86698246,0.86557853,0.87245667,0.8737924,0.8770489,0.87718755,0.8788845,0.8779877,0.8728334,0.87436277,0.8635851,0.861804,0.874509,0.86835337,0.86557746,0.8759548,0.8776555,0.8741592,0.8733016,0.87464565,0.8850185,0.8729582,0.8735564,0.8706947,0.8791441,0.8711352,0.85359615,0.87055933,0.876478,0.8728335,0.8705302,0.87837774,0.8704355,0.8758927,0.8728264,0.87418616,0.8753653,0.8752132,0.87921196,0.8766018,0.8728116,0.86138433,0.85864633,0.8785083,0.88012147,0.8711776,0.8185721,0.83062255,0.87052256,0.879173,0.87590367,0.8750871,0.87661356,0.8743391,0.8717133,0.8704759,0.86301965,0.86491525,0.8765765,0.88093036,0.8711309,0.78955394,0.7623335,0.84982085,0.87653387,0.87551355,0.87387896,0.87407464,0.8708059,0.8780659,0.87576896,0.8703853,0.8693751,0.8785751,0.8761688,0.87392324,0.8348847,0.7476295,0.8289007,0.8749889,0.8756219,0.871514,0.8722787,0.8771187,0.8771692,0.87475544,0.8770715,0.87547415,0.87648934,0.87783724,0.8731765,0.86461735,0.78035957,0.78225964
350,2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2019-09-24,0.67828226,0.8527288,0.86333376,0.75360394,0.6497823,0.74316615,0.8223875,0.8243794,0.8110012,0.81771296,0.8305505,0.8405298,0.8416389,0.84663516,0.84944004,0.7397301,0.88938004,0.84226996,0.59729093,0.65164685,0.7956806,0.7891313,0.82362014,0.807887,0.814088,0.8311172,0.84022313,0.8407635,0.84575343,0.8492439,0.7470024,0.8226573,0.7895512,0.6838615,0.7287188,0.82989967,0.8282978,0.83743536,0.8297024,0.82701117,0.83886915,0.84017324,0.8327047,0.84114933,0.83747935,0.77840066,0.78567845,0.78402185,0.8054294,0.79129285,0.80192894,0.83058643,0.83732325,0.84880817,0.84685206,0.8405895,0.8315075,0.82234645,0.83809525,0.83835244,0.77911806,0.80577594,0.7758355,0.79050833,0.7641407,0.7759199,0.79016733,0.8262629,0.8496101,0.8131877,0.7994596,0.78503996,0.8056174,0.83997345,0.8519498,0.79363275,0.81021863,0.7776431,0.8248163,0.7686082,0.7186449,0.80084616,0.799454,0.8363757,0.7621314,0.7817426,0.6525553,0.81267315,0.8390726,0.84807575,0.7586985,0.80749136,0.78058225,0.77973735,0.83555365,0.8133873,0.82414687,0.81008863,0.8267567,0.8350689,0.7975029,0.7137207,0.799105,0.84085184,0.84699094,0.7999356,0.8258408,0.787629,0.80069935,0.83956367,0.8363912,0.838303,0.8317299,0.8282872,0.842356,0.83789337,0.8226575,0.7885045,0.8065826,0.8415858,0.8383685,0.82857203,0.82063967,0.8372103,0.84182584,0.8341456,0.8408892,0.83164954,0.8286596,0.8458627,0.8434995,0.83637977,0.7570483,0.7470148,0.8276995,0.83331877,0.82932657,0.8359914,0.83284044,0.8366975,0.8376456,0.841294,0.83601254,0.82735795,0.84622055,0.84227014,0.83833766,0.8091198,0.72946197,0.7880397,0.836696,0.8395266,0.83379155,0.832616,0.8371241,0.8366768,0.8387053,0.84149057,0.83709484,0.8457992,0.84197193,0.8376666,0.82452494,0.77716964,0.77613723
352,2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2019-10-15,,0.78410214,0.79758567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.829178,0.8202556,0.8218207,,,,,,,,,,,0.8299934,0.8366437,0.83979976,0.8351588,0.82669926,,,,,,,,,,,,0.84443897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83977515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8491557,,,,,,,,,,,,,,,0.8515265,,,,,,,,,,,,,,
355,2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2019-11-26,0.37221766,0.33266747,0.33948335,0.31426775,0.3552051,0.32311365,0.27028093,0.216354,0.20543282,0.2230537,0.22577547,0.20214657,0.2164414,0.21445441,0.21046282,0.34462816,0.31493253,0.33517647,0.35435602,0.35983482,0.34416658,0.29164985,0.23287706,0.2088849,0.21938638,0.2223816,0.20362906,0.1947537,0.1831785,0.17638363,0.37020585,0.3325999,0.39599603,0.5160034,0.5972436,0.4891889,0.35895488,0.2793688,0.22430275,0.19998264,0.2031655,0.20642419,0.21301383,0.2179437,0.18975471,0.41089788,0.43828067,0.68548244,0.6014698,,,0.48799938,0.37833345,0.27956325,0.24540299,0.2322232,0.20965339,0.2005064,0.21051843,0.20612314,0.31547865,0.3935934,0.48254237,0.39309478,0.35975605,0.39686587,0.43640754,0.414105,0.37656584,0.31417543,0.2693673,0.24234264,0.21415581,0.20880511,0.20924047,0.35642955,0.40429205,0.4461972,0.46147496,0.35562727,0.30165333,0.34867766,0.32284608,0.43993565,0.34679446,0.31318676,0.28836155,0.25675604,0.23624332,0.22271986,0.40612024,0.36665183,0.4377363,0.47900203,0.38996834,0.27511954,0.27306753,0.26639798,0.4692745,0.45334467,0.3660515,0.29559538,0.2870775,0.25593486,0.24062818,0.40797898,0.3576941,0.37809777,0.3470772,0.36619222,0.26442796,0.20908223,0.1959725,0.41354996,0.38304007,0.30634266,0.2726595,0.25475395,0.23915593,0.21982718,0.45735103,0.40270975,0.40294817,0.39682388,0.3944288,0.34687907,0.2779601,0.23180974,0.31120238,0.30689925,0.24718443,0.21685027,0.20082584,0.1991063,0.21087301,,0.4222379,0.33061758,0.35564804,0.32779863,0.33790943,0.33310235,0.29244712,0.27673903,0.25846678,0.20724906,0.17699283,0.18514015,0.17091562,0.17813827,,0.40074787,0.298551,0.29454926,0.27226332,0.27743074,0.23116176,0.21010897,0.20722957,0.22317004,0.20085306,0.16504878,0.20350178,0.17645383,0.15801224
361,2019-12-03,0.37221766,0.33266747,0.33948335,0.31426775,0.3552051,0.32311365,0.27028093,0.216354,0.20543282,0.2230537,0.22577547,0.20214657,0.2164414,0.21445441,0.21046282,0.34462816,0.31493253,0.33517647,0.35435602,0.35983482,0.34416658,0.29164985,0.23287706,0.2088849,0.21938638,0.2223816,0.20362906,0.1947537,0.1831785,0.17638363,0.37020585,0.3325999,0.39599603,0.5160034,0.5972436,0.4891889,0.35895488,0.2793688,0.22430275,0.19998264,0.2031655,0.20642419,0.21301383,0.2179437,0.18975471,0.41089788,0.43828067,,0.6014698,,,0.48799938,0.37833345,0.27956325,0.24540299,0.2322232,0.20965339,0.2005064,0.21051843,0.20612314,0.31547865,0.3935934,0.48254237,0.39309478,0.35975605,0.39686587,0.43640754,0.414105,0.37656584,0.31417543,0.2693673,0.24234264,0.21415581,0.20880511,0.20924047,0.35642955,0.40429205,0.4461972,0.46147496,0.35562727,0.30165333,0.34867766,0.32284608,0.43993565,0.34679446,0.31318676,0.28836155,0.25675604,0.23624332,0.22271986,0.40612024,0.36665183,0.4377363,0.47900203,0.38996834,0.27511954,0.27306753,0.26639798,0.4692745,0.45334467,0.3660515,0.29559538,0.2870775,0.25593486,0.24062818,0.40797898,0.3576941,0.37809777,0.3470772,0.36619222,0.26442796,0.20908223,0.1959725,0.41354996,0.38304007,0.30634266,0.2726595,0.25475395,0.23915593,0.21982718,0.45735103,0.40270975,0.40294817,0.39682388,0.3944288,0.34687907,0.2779601,0.23180974,0.31120238,0.30689925,0.24718443,0.21685027,0.20082584,0.1991063,0.21087301,,0.4222379,0.33061758,0.35564804,0.32779863,0.33790943,0.33310235,0.29244712,0.27673903,0.25846678,0.20724906,0.17699283,0.18514015,0.17091562,0.17813827,,0.40074787,0.298551,0.29454926,0.27226332,0.27743074,0.23116176,0.21010897,0.20722957,0.22317004,0.20085306,0.16504878,0.20350178,0.17645383,0.15801224
362,2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2019-12-31,,,,,,0.0011383529,0.006078787,0.012100416,0.018287538,0.007137848,0.010850612,0.02915413,0.02005585,0.02569859,0.015744181,,0.0033634023,0.00046045487,,,,,0.0016570986,0.004105798,,0.000855297,0.012299184,0.0023367493,0.0013933557,0.014301893,0.003407147,0.0019609998,0.00052792026,0.0005408948,,,,,0.007599818,,,0.020524058,0.0016110641,,0.00030244392,0.0038719685,,,0.00082112465,0.004809436,,,0.002961804,0.0077622994,0.0030644368,,0.012785287,0.0053445976,,,0.00096464885,0.0007707972,,,0.0012142811,0.0047411174,0.0055912836,0.004640719,0.008664158,0.009815289,0.0069428436,0.0035008697,0.001743105,,,,0.006616916,0.004974868,0.0019613514,0.0019146327,0.0038624553,0.006064823,0.0071689608,0.008151092,0.009639713,0.014769084,0.0026176255,0.0013699195,,,0.002104313,0.0059026727,0.00014639585,0.001476221,0.0025335813,0.0069773644,0.010559853,0.006930027,0.011431258,0.003819933,0.008281187,0.0074336384,0.0019165052,0.0030419056,0.0017243829,0.0015205403,0.00046175282,0.002861274,0.0042753355,0.0054703485,0.005323901,0.010802414,0.012068512,0.0044919276,0.0045944494,0.0105136335,0.012982917,0.0054447562,0.004864095,0.005563253,0.002408951,0.0022851848,0.0027654804,0.0037706539,0.0068699233,0.013189598,0.020567423,0.01654342,0.010660956,0.007853584,0.008785592,0.013957184,0.013064915,0.016794888,0.00922541,0.0060059987,0.0072082113,0.009005231,0.011332984,0.013606542,0.019145908,0.04039774,0.02129024,0.014131337,0.008520843,0.010240405,0.013465502,0.014956716,0.02164354,0.017204337,0.012280086,0.011906932,0.022987023,0.022270452,0.019362602,0.017930062,0.027430512,0.022386352,0.022516826,0.021419886,0.021456253,0.02106427,0.026362617,0.02788913,0.03191945
366,2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
