,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
324,2019-03-19,,,,,0.5239249,0.5205333,0.5259477,0.5162465,0.5143094,0.48453435,0.48272815,,,0.5205764,0.49483263,0.49276155,0.47858828,0.47892934,0.50701874,0.48345673,0.46654415,0.47757483,,0.49329975,0.46942326,0.4672324,0.46959436,0.45901197,0.44883803,0.4404344,0.4391835,0.43535227,0.45690432,,0.45394754,0.4569127,0.4549004,0.45429307,0.43796667,0.4136679,0.43076423,0.45506117,0.46881524,0.46881524,0.4688625,0.45066378,0.4522134,0.45296356,0.44302,0.4023536,0.42087856,0.4606376,0.47100583,0.47100583,0.48732635,0.45449904,0.46471727,0.44987497,0.44919485,0.4498687,0.44303694,0.458987,0.4677332,0.47933778,0.47933778,0.49744284,0.4706382,0.4551698,0.44376662,0.46287984,0.46607608,0.4765795,0.48662853,,,0.5038238,,0.47709152,0.49313724,0.5013841,0.5054546,0.5150632,0.5264255,,,,,,0.50032586,0.5330804,,,,,,,,,,0.5186474,,,,,,,,,,,0.48441315,0.5021813,,,,,,,,,
325,2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2019-04-02,0.06339162,0.063931435,0.064871624,0.06380603,0.062024184,0.06082523,0.060673464,0.058964055,0.057446934,0.05628139,0.0547504,0.06821776,0.06589708,0.060832944,0.06174864,0.060860056,0.056354016,0.057202738,0.05740822,0.056474783,0.05380357,0.052936368,0.06794949,0.06613878,0.058753114,0.056691226,0.055451058,0.05780467,0.05688158,0.057269044,0.057074085,0.05608784,0.054341584,0.06601453,0.063055746,0.06043403,0.058632016,0.05742302,0.05411774,0.05529083,0.057136707,0.05486738,0.058190227,0.058190227,0.06975441,0.066171266,0.0646641,0.06163144,0.05924997,0.058865327,0.060488466,0.05838281,0.055196628,0.055196628,0.057188954,0.07002609,0.06392942,0.0634187,0.060628913,0.05932639,0.0585057,0.05869978,0.0576163,0.056418255,0.056418255,0.05862925,0.06635013,0.06560087,0.063444026,0.06375214,0.06315027,0.06261794,0.061870106,0.060089447,0.060089447,0.061692085,0.05728824,0.06254864,0.06321322,0.0636174,0.06386814,0.06528121,0.06543189,0.06271502,0.06350288,0.06350288,0.059384916,0.05552081,0.06354782,0.06427104,0.064253695,0.06543171,0.06638447,0.06465391,0.06362925,0.06362925,0.061352313,0.059626587,0.061457083,0.0665338,0.06749724,0.06934811,0.06932901,0.06933084,0.07014786,0.06953825,0.06953825,0.0702918,0.07021348,0.06830459,0.072556406,0.074740745,0.077331334,0.0763607,0.07945962,0.080149345,0.077715464,0.077715464,0.07548473,0.07381619,0.07271557
327,2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2019-04-16,0.0018248436,0.0017330284,0.0005977317,0.0022816362,0.004243736,0.0037210183,0.0030850887,0.002422683,0.001959261,0.002143839,0.0011730436,0.0018078685,0.0016980175,0.0019382127,0.0034004776,0.0031229225,0.0028458007,0.0028129823,0.002268881,0.0029102538,0.0029976766,0.0022496546,0.002925271,0.0023598156,0.0028961839,0.0039459732,0.0048904023,0.0033367237,0.0032502988,0.0032201952,0.0024156675,0.0040697786,0.004552514,0.002241765,0.0032861892,0.0048433156,0.0060178777,0.0057299603,0.004696183,0.004653019,0.0069204667,0.008721928,0.0047106408,0.0047106408,0.003177587,0.0035347163,0.0046900655,0.005769873,0.005948817,0.006960309,0.0074293166,0.0061694034,0.0043844017,0.0043844017,0.0041430434,0.0027373976,0.0033460553,0.004597058,0.0050139506,0.002930419,0.004570518,0.0079373475,0.005203816,0.0037839906,0.0037839906,0.0035747632,0.0027399918,0.004183875,0.005726261,0.0058618356,0.0056590834,0.0058182403,0.008608814,0.005074197,0.005074197,0.004425397,0.004814584,0.0032736657,0.004013124,0.005314972,0.006760693,0.0074684713,0.006545947,0.005248509,0.0049362737,0.0049362737,0.0046158573,0.0034396776,0.0039234166,0.004214259,0.0050520147,0.005568587,0.007246314,0.0084708575,0.007833311,0.007833311,0.004653074,0.004136462,0.0027796263,0.0031379368,0.0030103275,0.0036108962,0.005482697,0.0077050547,0.011475514,0.011818992,0.011818992,0.0067023654,0.004422359,0.0031176137,0.004352364,0.005947502,0.0051443786,0.00624862,0.0073499596,0.00954019,0.010178335,0.010178335,0.006427527,0.0031287244,0.0021496518
329,2019-04-23,0.0018248436,0.0017330284,0.0005977317,0.0022816362,0.004243736,0.0037210183,0.0030850887,0.002422683,0.001959261,0.002143839,0.0011730436,0.0018078685,0.0016980175,0.0019382127,0.0034004776,0.0031229225,0.0028458007,0.0028129823,0.002268881,0.0029102538,0.0029976766,0.0022496546,0.002925271,0.0023598156,0.0028961839,0.0039459732,0.0048904023,0.0033367237,0.0032502988,0.0032201952,0.0024156675,0.0040697786,0.004552514,0.002241765,0.0032861892,0.0048433156,0.0060178777,0.0057299603,0.004696183,0.004653019,0.0069204667,0.008721928,0.0047106408,0.0047106408,0.003177587,0.0035347163,0.0046900655,0.005769873,0.005948817,0.006960309,0.0074293166,0.0061694034,0.0043844017,0.0043844017,0.0041430434,0.0027373976,0.0033460553,0.004597058,0.0050139506,0.002930419,0.004570518,0.0079373475,0.005203816,0.0037839906,0.0037839906,0.0035747632,0.0027399918,0.004183875,0.005726261,0.0058618356,0.0056590834,0.0058182403,0.008608814,0.005074197,0.005074197,0.004425397,0.004814584,0.0032736657,0.004013124,0.005314972,0.006760693,0.0074684713,0.006545947,0.005248509,0.0049362737,0.0049362737,0.0046158573,0.0034396776,0.0039234166,0.004214259,0.0050520147,0.005568587,0.007246314,0.0084708575,0.007833311,0.007833311,0.004653074,0.004136462,0.0027796263,0.0031379368,0.0030103275,0.0036108962,0.005482697,0.0077050547,0.011475514,0.011818992,0.011818992,0.0067023654,0.004422359,0.0031176137,0.004352364,0.005947502,0.0051443786,0.00624862,0.0073499596,0.00954019,0.010178335,0.010178335,0.006427527,0.0031287244,0.0021496518
330,2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2019-05-21,0.57060486,0.57268554,0.57789564,0.5797727,0.5652569,0.54204834,0.5106159,0.5337942,0.5616739,0.56904,0.56831944,0.5704557,0.5768192,0.58426565,0.58416694,0.5700043,0.5593285,0.5263293,0.5387,0.5546776,0.5662791,0.5680172,0.57050663,0.5773143,0.5767575,0.5811888,0.5805146,0.55937326,0.5288666,0.52480495,0.5290284,0.5512099,0.54898804,0.5723518,0.5787329,0.5839473,0.5833855,0.5809037,0.5593028,0.5339292,0.5520927,0.5640036,0.5708354,0.5708354,0.5765538,0.5873258,0.59048957,0.5835535,0.581963,0.5796817,0.5751678,0.5801682,0.5812182,0.5812182,0.58428985,0.58480257,0.5929023,0.59800756,0.5944028,0.5884437,0.5932097,0.59510773,0.59601116,0.59081435,0.59081435,0.5866189,0.5968932,0.59700567,0.5977464,0.59610635,0.5966148,0.6031932,0.6062649,0.60478485,0.60478485,0.5988947,0.59060407,0.6003751,0.6002358,0.5914935,0.5948411,0.5977366,0.60219496,0.60170096,0.60179853,0.60179853,0.5982099,0.5970014,0.60321313,0.60279864,0.5906282,0.59059846,0.5898948,0.59184724,0.5956369,0.5956369,0.59937346,0.5971898,0.6008231,0.6078812,0.6052896,0.59512544,0.58451504,0.5826782,0.5907106,0.5932194,0.5932194,0.59761,0.6016275,0.60867226,0.6036391,0.6040718,0.5978223,0.5835518,0.5865589,0.5920421,0.5927626,0.5927626,0.5991541,0.60496163,0.6102284
334,2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2019-06-04,0.13383357,0.13931084,0.14230706,0.14463207,0.1545241,0.16577272,0.17715916,0.2019019,0.21912195,0.22244366,0.22010171,0.13304804,0.14182632,0.14756729,0.15228133,0.15303393,0.16454835,0.17574804,0.20133339,0.21959251,0.22787622,0.226382,0.13091579,0.13893148,0.15019767,0.16291909,0.15999402,0.16402973,0.17648196,0.20519172,0.22357807,0.23417264,0.23621288,0.1333095,0.13519722,0.15104927,0.1700322,0.16976736,0.1669297,0.18067104,0.2080843,0.22884186,0.23717943,0.23717943,0.13733925,0.13827045,0.15482087,0.17628053,0.17537229,0.1707041,0.18188241,0.2089148,0.22465731,0.22465731,0.23400632,,0.13739406,0.14475033,0.16281416,0.17394282,0.16867806,0.18469574,0.21255788,0.22311719,0.22311719,0.22942923,0.13865142,0.13806216,0.13826317,0.15579247,0.16753702,0.16809525,0.17971426,0.20652445,0.20652445,0.21863382,0.22434124,0.13680106,0.13792135,0.13785082,0.15232196,0.17254235,0.17669055,0.17001171,0.17909211,0.17909211,0.19135906,0.21055035,0.13201982,0.13675876,0.14334941,0.1570491,0.18700276,0.19032747,0.18063356,0.18063356,0.18279067,0.18705413,0.19449338,0.12660672,0.13364282,0.14135118,0.15633313,0.18534997,0.19987038,0.19563594,0.19563594,0.1921905,0.19265728,0.19486324,0.12553582,0.13069613,0.13772015,0.1505535,0.1737856,0.19890283,0.2028909,0.2028909,0.1972165,0.1940228,0.19692613
336,2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2019-07-09,0.8541883,0.8529055,0.8502569,0.8562327,0.8559577,0.85277605,0.88796324,0.88594556,0.8827753,0.88750994,0.88951683,0.86043364,0.86100394,0.8466232,0.8529639,0.85053,0.8478189,0.8715815,0.879531,0.8813606,0.88576365,0.8948883,0.8290376,0.86183476,0.85556084,0.86070925,0.86319023,0.8763496,0.87837183,0.8636102,0.8834432,0.9006539,0.9122301,0.80835736,0.8645957,0.87975687,0.8708829,0.8812399,0.8865367,0.8705633,0.8804036,0.90720785,0.90468884,0.90468884,0.8332052,0.8468164,0.8426692,0.8401291,0.85749996,,0.89539117,0.90010834,0.89659846,0.89659846,0.89304864,0.8583256,0.83488005,0.8700812,0.86242914,,,0.909934,0.90571123,0.8899927,0.8899927,0.88064873,0.821585,0.8322454,0.9000329,0.89126796,,0.91356635,0.9142843,0.9001937,0.9001937,0.8884557,0.8803334,0.87431175,0.865075,0.8662196,0.87634903,0.8444261,0.8580324,0.8951805,0.89484465,0.89484465,0.8882841,0.8822184,0.86674213,0.87509465,0.8760614,0.87100923,0.7742034,0.8119921,0.8911418,0.8911418,0.8857918,0.88120395,0.8779941,0.8368934,0.8714526,0.84976393,0.83932966,0.7796345,0.8596357,0.8937833,0.8937833,0.8844066,0.8808274,0.8808553,0.7922338,0.8305004,0.77087367,0.8024136,0.8275209,0.8494658,0.87418324,0.87418324,0.8816149,0.86083144,0.8682818
341,2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2019-07-23,0.8178005,0.817057,0.8312294,0.8533352,0.818605,0.68761456,0.74471354,0.8105802,0.8049628,0.81450367,0.82196486,0.82172585,0.825938,0.833583,0.8392409,0.84047115,0.8355005,0.8189906,0.81001765,0.8206514,0.82349473,0.8254998,0.81088406,0.8205402,0.8335338,0.83830917,0.8387138,0.8331734,0.8172162,0.8093568,0.81817305,0.83053535,0.8623343,0.7818779,0.8300649,0.8375472,0.8415318,0.8337772,0.83732414,0.8205412,0.850288,0.86727196,0.85709286,0.85709286,0.8349373,0.8327408,0.834902,0.8404043,0.8257028,0.8204873,0.8455157,0.87407064,0.8633385,0.8633385,0.8482002,0.84531945,0.83584493,0.84577245,0.82986474,0.807569,0.8383405,0.8555863,0.8642196,0.8461203,0.8461203,0.8304697,0.8449216,0.8285745,0.83745986,0.82100475,0.79729223,0.83340394,0.84671056,0.8594027,0.8594027,0.84560454,0.8340872,0.83492196,0.82453614,0.8293419,0.82061106,0.8131982,0.82238185,0.8315632,0.8519481,0.8519481,0.8509247,0.8454465,0.8305518,0.82181215,0.8278898,0.8313458,0.8124281,0.8006949,0.82400167,0.82400167,0.8453294,0.84727854,0.8507252,0.8118336,0.82672876,0.8330368,0.82902616,0.8003361,0.80285734,0.81605023,0.81605023,0.83010304,0.82594925,0.83803064,0.7998539,0.82496184,0.82101053,0.80850387,0.80790466,0.80826837,0.8155454,0.8155454,0.82457185,0.8229569,0.82198673
343,2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019-08-06,0.8035129,0.78705317,0.76445127,0.7199446,0.6897429,0.66895384,0.6598406,0.6689536,0.6758074,0.7094755,0.7407707,0.79297644,0.7828526,0.7595597,0.7250554,0.69232875,0.6701594,0.6718392,0.6904777,0.704609,0.72548175,0.7525189,0.7644724,0.76999944,0.7594804,0.7467399,0.72513044,0.7138451,0.72556764,0.7205541,0.7326403,0.73872864,0.72951883,0.7222929,0.7692121,0.7897103,0.78888613,0.7557768,0.7414219,0.73853165,0.7487625,0.7596752,0.74568695,0.74568695,0.75202847,0.79788506,0.7935899,0.77443206,0.707722,0.7058436,0.7397619,0.7682125,0.7703641,0.7703641,0.7643778,0.78778857,0.7723357,0.7347299,0.6862417,0.6712842,0.70712143,0.76486915,0.7831415,0.77169037,0.77169037,0.7584577,0.7990656,0.75635415,0.724111,0.6685123,0.6695626,0.6978157,0.7564984,0.77117455,0.77117455,0.7586575,0.74460113,0.7924097,0.7337166,0.70491683,0.65805,0.67218107,0.6871568,0.7190837,0.7399422,0.7399422,0.73564565,0.7363543,0.7599865,0.7015905,0.66518825,0.645238,0.6428765,0.63564706,0.653885,0.653885,0.6959199,0.72610873,0.7584222,0.73876005,0.6820633,0.6355039,0.6149361,0.6145905,0.63662434,0.65509754,0.65509754,0.694377,0.7153314,0.73859996,0.7343264,0.683819,0.6480613,0.59854066,0.6218952,0.66532004,0.6798334,0.6798334,0.7056003,0.6949027,0.70190734
345,2019-08-13,0.8035129,0.78705317,0.76445127,0.7199446,0.6897429,0.66895384,0.6598406,0.6689536,0.6758074,0.7094755,0.7407707,0.79297644,0.7828526,0.7595597,0.7250554,0.69232875,0.6701594,0.6718392,0.6904777,0.704609,0.72548175,0.7525189,0.7644724,0.76999944,0.7594804,0.7467399,0.72513044,0.7138451,0.72556764,0.7205541,0.7326403,0.73872864,0.72951883,0.7222929,0.7692121,0.7897103,0.78888613,0.7557768,0.7414219,0.73853165,0.7487625,0.7596752,0.74568695,0.74568695,0.75202847,0.79788506,0.7935899,0.77443206,0.707722,0.7058436,0.7397619,0.7682125,0.7703641,0.7703641,0.7643778,0.78778857,0.7723357,0.7347299,0.6862417,0.6712842,0.70712143,0.76486915,0.7831415,0.77169037,0.77169037,0.7584577,0.7990656,0.75635415,0.724111,0.6685123,0.6695626,0.6978157,0.7564984,0.77117455,0.77117455,0.7586575,0.74460113,0.7924097,0.7337166,0.70491683,0.65805,0.67218107,0.6871568,0.7190837,0.7399422,0.7399422,0.73564565,0.7363543,0.7599865,0.7015905,0.66518825,0.645238,0.6428765,0.63564706,0.653885,0.653885,0.6959199,0.72610873,0.7584222,0.73876005,0.6820633,0.6355039,0.6149361,0.6145905,0.63662434,0.65509754,0.65509754,0.694377,0.7153314,0.73859996,0.7343264,0.683819,0.6480613,0.59854066,0.6218952,0.66532004,0.6798334,0.6798334,0.7056003,0.6949027,0.70190734
346,2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2019-08-27,0.87892586,0.8362738,0.83622354,0.8333619,0.8385086,0.8407873,0.8376568,0.8334652,0.8304956,0.8409088,0.84515226,0.89023846,0.85134476,0.8203497,0.8352426,0.8481725,0.83594584,0.82882875,0.8282226,0.8363104,0.8447429,0.8486368,0.8982593,0.84671503,0.81709605,0.83802956,0.8497353,0.841889,0.8257672,0.8120617,0.82475805,0.8431722,0.8417579,0.9020179,0.8645527,0.8237058,0.8357725,0.8451485,0.8381268,0.8059149,0.8114537,0.84405166,0.8420273,0.8420273,0.9379869,0.8761965,0.839541,0.84511507,0.829161,0.80422395,0.80815715,0.82812595,0.8376507,0.8376507,0.8407071,0.9363903,0.8989944,0.8733345,0.85176945,0.7987672,0.7910628,0.8171416,0.8282465,0.8326178,0.8326178,0.81944895,1.0,1.0,0.9661212,0.8279672,0.8109688,0.8268731,0.8383601,0.8565243,0.8565243,0.8649065,0.82837385,1.0,0.77335566,0.7219176,0.7745244,0.82355845,0.8431192,0.8352729,0.8558523,0.8558523,0.89034516,0.7991498,0.36017486,0.44966674,0.6743606,0.7983948,0.8172735,0.8183391,0.77140886,0.77140886,0.70827234,0.7198727,0.7523295,,0.409471,0.8516358,0.85610515,0.79843885,0.7909058,0.6852903,0.6852903,0.5681621,0.59655374,0.7856236,,,0.79952395,0.83443224,0.7950186,0.7914282,0.7477683,0.7477683,0.7451734,0.72580487,0.8661758
348,2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2019-09-10,0.87412184,0.86929625,0.878045,0.87959456,0.8806446,0.88585204,0.8876116,0.88781154,0.88350385,0.8867903,0.8867373,0.87104297,0.87995267,0.8775454,0.8828936,0.88548666,0.88181955,0.87401056,0.87269706,0.87834257,0.88257396,0.8910569,0.8431785,0.86675733,0.8810596,0.8855524,0.89038444,0.8891965,0.8734164,0.8469764,0.8632338,0.8838572,0.88946736,0.82133985,0.8761636,0.8873331,0.8888012,0.8897413,0.87913626,0.83464897,0.8671796,0.8984454,0.8911501,0.8911501,0.8580047,0.886362,0.885241,0.8867058,0.8573414,0.84531933,0.8511666,0.8910323,0.89552414,0.89552414,0.8950312,0.8782252,0.8905131,0.89123946,0.8634226,0.8559045,0.87743306,0.8866339,0.8905311,0.8891741,0.8891741,0.8846315,0.8880892,0.8867251,0.88451874,0.8423253,0.8648518,0.8888582,0.88724416,0.8848046,0.8848046,0.8803561,0.8736334,0.8837408,0.88290477,0.876143,0.853528,0.8708573,0.880203,0.8749347,0.87123454,0.87123454,0.87336147,0.8815481,0.8768808,0.8787422,0.87824917,0.8761777,0.87574935,0.8708367,0.87677675,0.87677675,0.8719244,0.87685454,0.885982,0.87427753,0.87710005,0.8832648,0.88397425,0.87245286,0.8628493,0.86827,0.86827,0.8691559,0.8751001,0.882033,,0.8781406,0.8802412,0.8751595,0.8665192,0.86359125,0.8639635,0.8639635,0.86713886,0.8720344,0.8763201
350,2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2019-09-24,0.84133816,0.8334287,0.8446402,0.855149,0.8559718,,0.8610701,0.8591161,0.8551824,0.86161315,0.86253023,0.83874357,0.8470081,0.84889793,0.8576185,,0.8556276,0.85185593,0.851265,0.8570872,0.8619897,0.8690807,0.8122374,0.8498658,0.8585721,0.8625188,0.8675061,0.86348164,0.84726113,0.8340997,0.84634936,0.8636621,0.8655779,0.79675174,0.8587474,0.8645929,0.8617105,0.867148,0.858706,0.8268775,0.8411283,0.875121,0.8682472,0.8682472,0.84190905,0.86263776,0.8631305,0.86281276,0.83112955,0.8173578,0.83993083,0.860347,0.8684953,0.8684953,0.86462903,0.8526185,0.866731,0.8628775,0.85053337,0.8271277,0.8560471,0.8641901,0.85785353,0.86071706,0.86071706,0.85046333,0.86224973,0.8597913,0.85545814,0.83897537,0.8170571,0.8678215,0.8623861,0.8588311,0.8588311,0.8553643,0.840298,0.8569166,0.85379165,0.84166485,0.8348789,0.84576494,0.8563979,0.84727246,0.8343363,0.8343363,0.8381813,0.8412057,,,0.8420969,0.8488671,0.83870924,0.835645,0.82420367,0.82420367,0.8305218,0.8423207,0.85595423,,,0.85012966,0.8552955,0.8224581,0.82678634,0.8313084,0.8313084,0.84035456,0.8450978,0.85499597,,,0.8458334,0.8305237,0.8289712,0.8295209,0.83141744,0.83141744,0.83766437,0.8359654,0.850063
352,2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86493677,0.86493677,,,,,0.8299126,0.8117842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8164116,0.8164116,,,0.85360646,,,,,0.80792946,0.81857514,,,,,
355,2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2019-11-26,0.12772219,0.13784029,0.1537857,0.11447403,0.091142155,0.124234825,0.16873658,0.22675848,0.21312949,0.28009343,0.29801583,0.1881995,0.1944095,0.17975567,0.13419284,0.114742815,0.13860542,0.17825688,0.19379045,0.21325278,0.22658788,0.2870482,0.31431437,0.292336,0.24883558,0.21556257,0.19354145,0.21693788,0.27544865,0.25655857,0.24357025,0.26104984,0.35879612,0.3984677,0.40549895,0.39039642,0.3743242,0.39298427,0.4480297,0.4221479,0.5648244,0.5513255,,,0.49696115,0.5393575,0.5910509,0.61944216,,,,0.5879302,0.5617385,0.5617385,0.598041,0.61058885,0.58930343,0.60357463,0.589691,0.6001046,0.578523,0.4261786,0.32887462,0.3136172,0.3136172,0.3580658,0.58778995,0.57826215,0.5756875,0.54737633,0.48874402,0.40477645,0.36076757,0.3442849,0.3442849,0.3342083,0.37215483,0.42411914,0.38027647,0.41736397,0.48080257,0.3983431,0.33158404,0.31805146,0.3244529,0.3244529,0.34697995,0.40992746,0.3553018,0.2723197,0.328915,0.4107413,0.40519482,0.36118552,0.3993358,0.3993358,0.43426555,0.5002841,0.6006573,0.26028305,0.2525924,0.31873456,0.39027542,0.43880782,0.47046983,0.5582122,0.5582122,0.62311673,0.6591443,,0.29939878,0.3775354,0.39972484,0.40050563,0.5279348,0.5843901,0.5715147,0.5715147,0.5288591,0.47548467,0.59884715
361,2019-12-03,0.12772219,0.13784029,0.1537857,0.11447403,0.091142155,0.124234825,0.16873658,0.22675848,0.21312949,0.28009343,0.29801583,0.1881995,0.1944095,0.17975567,0.13419284,0.114742815,0.13860542,0.17825688,0.19379045,0.21325278,0.22658788,0.2870482,0.31431437,0.292336,0.24883558,0.21556257,0.19354145,0.21693788,0.27544865,0.25655857,0.24357025,0.26104984,0.35879612,0.3984677,0.40549895,0.39039642,0.3743242,0.39298427,0.4480297,0.4221479,0.5648244,0.5513255,,,0.49696115,0.5393575,0.5910509,,,,,0.5879302,0.5617385,0.5617385,0.598041,,0.58930343,0.60357463,0.589691,,0.578523,0.4261786,0.32887462,0.3136172,0.3136172,0.3580658,0.58778995,0.57826215,0.5756875,0.54737633,0.48874402,0.40477645,0.36076757,0.3442849,0.3442849,0.3342083,0.37215483,0.42411914,0.38027647,0.41736397,0.48080257,0.3983431,0.33158404,0.31805146,0.3244529,0.3244529,0.34697995,0.40992746,0.3553018,0.2723197,0.328915,0.4107413,0.40519482,0.36118552,0.3993358,0.3993358,0.43426555,0.5002841,0.6006573,0.26028305,0.2525924,0.31873456,0.39027542,0.43880782,0.47046983,0.5582122,0.5582122,0.62311673,,,0.29939878,0.3775354,0.39972484,0.40050563,0.5279348,0.5843901,0.5715147,0.5715147,0.5288591,0.47548467,0.59884715
